author_id,first_year,membership,degree_overall,degree_active,degree_backbone
author_82746,2016,Backbone,15,9,2
author_20903,2009,Backbone,15,9,2
author_67014,2014,Backbone,14,9,2
author_38732,2011,Backbone,14,9,2
author_80379,2016,Backbone,14,9,2
author_116141,2019,Backbone,13,9,2
author_25372,2010,Backbone,13,9,2
author_43960,2012,Backbone,13,9,2
author_50459,2013,Backbone,12,9,2
author_83611,2016,Backbone,11,9,2
author_23156,2009,Backbone,11,9,2
author_74138,2015,Backbone,11,9,2
author_198830,2024,Backbone,11,9,2
author_84017,2016,Backbone,10,9,2
author_54962,2013,Backbone,10,9,2
author_172321,2022,Backbone,10,9,2
author_59620,2014,Backbone,10,9,2
author_32628,2011,Backbone,10,9,2
author_23471,2009,Backbone,9,9,2
author_128060,2020,Backbone,33,8,2
author_174414,2022,Backbone,32,8,2
author_129357,2020,Backbone,22,8,2
author_129358,2020,Backbone,22,8,2
author_67652,2014,Backbone,20,8,2
author_106369,2018,Backbone,17,8,2
author_175274,2022,Backbone,16,8,2
author_175280,2022,Backbone,16,8,2
author_140778,2020,Backbone,15,8,2
author_630,2006,Backbone,14,8,2
author_39897,2011,Backbone,14,8,2
author_45132,2012,Backbone,14,8,2
author_84615,2016,Backbone,14,8,2
author_21840,2009,Backbone,14,8,2
author_40605,2012,Backbone,14,8,2
author_92596,2017,Backbone,12,8,2
author_30573,2010,Backbone,10,8,2
author_126461,2019,Backbone,10,8,2
author_151800,2021,Backbone,9,8,2
author_137079,2020,Backbone,9,8,2
author_99904,2017,Backbone,8,8,2
author_142090,2020,Backbone,31,7,2
author_186775,2023,Backbone,20,7,2
author_15696,2008,Backbone,18,7,2
author_24011,2009,Backbone,17,7,2
author_214715,2025,Backbone,15,7,2
author_14197,2008,Backbone,13,7,2
author_128751,2020,Backbone,12,7,2
author_113821,2018,Backbone,11,7,2
author_128503,2020,Backbone,11,7,2
author_122064,2019,Backbone,10,7,2
author_4682,2006,Backbone,9,7,2
author_154190,2022,Backbone,9,7,2
author_110091,2018,Backbone,9,7,2
author_16397,2008,Backbone,8,7,2
author_60708,2014,Backbone,8,7,2
author_22036,2009,Backbone,8,7,2
author_67805,2014,Backbone,7,7,2
author_147380,2021,Backbone,28,6,2
author_67725,2014,Backbone,17,6,2
author_15783,2008,Backbone,16,6,2
author_89843,2016,Backbone,15,6,2
author_20405,2009,Backbone,12,6,2
author_28572,2010,Backbone,12,6,2
author_88865,2016,Backbone,11,6,2
author_74921,2015,Backbone,11,6,2
author_30626,2010,Backbone,10,6,2
author_19368,2009,Backbone,10,6,2
author_117123,2019,Backbone,9,6,2
author_75440,2015,Backbone,9,6,2
author_17689,2008,Backbone,9,6,2
author_101257,2017,Backbone,8,6,2
author_35687,2011,Backbone,7,6,2
author_125457,2019,Backbone,7,6,2
author_93212,2017,Backbone,7,6,2
author_83222,2016,Backbone,7,6,2
author_139644,2020,Backbone,7,6,2
author_32635,2011,Backbone,6,6,2
author_86680,2016,Backbone,6,6,2
author_18418,2009,Backbone,15,5,2
author_48020,2012,Backbone,13,5,2
author_14785,2008,Backbone,13,5,2
author_16025,2008,Backbone,12,5,2
author_65684,2014,Backbone,11,5,2
author_128055,2020,Backbone,11,5,2
author_10808,2007,Backbone,9,5,2
author_135486,2020,Backbone,8,5,2
author_29280,2010,Backbone,8,5,2
author_156944,2022,Backbone,8,5,2
author_85063,2016,Backbone,7,5,2
author_114166,2018,Backbone,7,5,2
author_113822,2018,Backbone,6,5,2
author_138736,2021,Backbone,6,5,2
author_37777,2011,Backbone,6,5,2
author_149530,2021,Backbone,6,5,2
author_37508,2011,Backbone,5,5,2
author_2768,2006,Backbone,5,5,2
author_137099,2020,Backbone,5,5,2
author_110130,2018,Backbone,5,5,2
author_14199,2008,Backbone,5,5,2
author_75431,2015,Backbone,29,4,2
author_15785,2008,Backbone,12,4,2
author_86768,2016,Backbone,12,4,2
author_120749,2019,Backbone,10,4,2
author_33752,2011,Backbone,7,4,2
author_105891,2018,Backbone,7,4,2
author_92743,2017,Backbone,6,4,2
author_189894,2024,Backbone,6,4,2
author_153955,2021,Backbone,6,4,2
author_104653,2018,Backbone,6,4,2
author_30074,2010,Backbone,5,4,2
author_20600,2009,Backbone,5,4,2
author_133143,2020,Backbone,4,4,2
author_177304,2023,Backbone,4,4,2
author_27207,2010,Backbone,4,4,2
author_40608,2012,Backbone,4,4,2
author_105764,2018,Backbone,4,4,2
author_90255,2016,Backbone,20,3,2
author_135368,2020,Backbone,8,3,2
author_118878,2019,Backbone,7,3,2
author_17532,2008,Backbone,7,3,2
author_44685,2012,Backbone,6,3,2
author_60966,2014,Backbone,6,3,2
author_156941,2022,Backbone,4,3,2
author_80745,2016,Backbone,4,3,2
author_66609,2014,Backbone,4,3,2
author_42544,2012,Backbone,9,2,2
author_54658,2013,Backbone,7,2,2
author_37428,2011,Backbone,7,2,2
author_95149,2017,Backbone,5,2,2
author_133333,2020,Backbone,4,2,2
author_60447,2014,Backbone,2,2,2
author_143719,2021,Backbone,2,2,2
author_78414,2015,Backbone,97,57,1
author_127083,2019,Backbone,74,57,1
author_185434,2023,Backbone,64,45,1
author_45397,2012,Backbone,75,43,1
author_148089,2021,Backbone,80,40,1
author_78871,2015,Backbone,57,39,1
author_187927,2023,Backbone,53,39,1
author_109907,2018,Backbone,52,38,1
author_148046,2021,Backbone,64,34,1
author_54356,2013,Backbone,51,31,1
author_142490,2020,Backbone,41,31,1
author_58118,2013,Backbone,84,30,1
author_51382,2013,Backbone,35,30,1
author_115168,2019,Backbone,58,29,1
author_129362,2020,Backbone,55,29,1
author_72155,2015,Backbone,49,29,1
author_53861,2013,Backbone,46,29,1
author_195862,2024,Backbone,42,29,1
author_101849,2017,Backbone,42,29,1
author_142349,2020,Backbone,40,29,1
author_87044,2016,Backbone,36,29,1
author_107641,2018,Backbone,47,28,1
author_131860,2020,Backbone,40,28,1
author_65500,2014,Backbone,38,28,1
author_45114,2012,Backbone,62,27,1
author_159054,2022,Backbone,41,27,1
author_37447,2011,Backbone,51,25,1
author_34310,2011,Backbone,45,25,1
author_156568,2021,Backbone,35,24,1
author_181734,2023,Backbone,37,23,1
author_50600,2013,Backbone,37,23,1
author_87040,2016,Backbone,28,23,1
author_23169,2009,Backbone,40,22,1
author_88192,2016,Backbone,37,22,1
author_4188,2006,Backbone,33,22,1
author_15154,2008,Backbone,30,22,1
author_149867,2021,Backbone,42,21,1
author_67781,2014,Backbone,40,21,1
author_187937,2023,Backbone,40,21,1
author_91047,2016,Backbone,30,21,1
author_75826,2015,Backbone,29,21,1
author_56487,2013,Backbone,28,21,1
author_65480,2014,Backbone,54,20,1
author_20171,2009,Backbone,31,20,1
author_21826,2009,Backbone,27,20,1
author_49302,2012,Backbone,27,20,1
author_91498,2017,Backbone,26,20,1
author_15170,2008,Backbone,20,20,1
author_23153,2009,Backbone,43,19,1
author_64005,2014,Backbone,36,19,1
author_95904,2017,Backbone,33,19,1
author_75413,2015,Backbone,27,19,1
author_121902,2019,Backbone,41,18,1
author_100279,2017,Backbone,41,18,1
author_143621,2021,Backbone,30,18,1
author_106459,2018,Backbone,29,18,1
author_15700,2008,Backbone,25,18,1
author_27505,2010,Backbone,24,18,1
author_35448,2011,Backbone,18,18,1
author_72462,2015,Backbone,48,17,1
author_65834,2014,Backbone,43,17,1
author_50762,2013,Backbone,38,17,1
author_87102,2016,Backbone,32,17,1
author_17200,2008,Backbone,30,17,1
author_141241,2020,Backbone,24,17,1
author_123780,2019,Backbone,23,17,1
author_140731,2020,Backbone,43,16,1
author_155301,2021,Backbone,38,16,1
author_44220,2012,Backbone,29,16,1
author_48439,2012,Backbone,27,16,1
author_161023,2022,Backbone,27,16,1
author_29110,2010,Backbone,23,16,1
author_67243,2014,Backbone,21,16,1
author_91955,2017,Backbone,20,16,1
author_138349,2020,Backbone,19,16,1
author_126381,2019,Backbone,17,16,1
author_158181,2022,Backbone,44,15,1
author_147383,2021,Backbone,32,15,1
author_35579,2011,Backbone,27,15,1
author_56426,2013,Backbone,27,15,1
author_147609,2021,Backbone,25,15,1
author_72445,2015,Backbone,22,15,1
author_30104,2010,Backbone,22,15,1
author_55995,2013,Backbone,22,15,1
author_73715,2015,Backbone,19,15,1
author_2770,2006,Backbone,19,15,1
author_116943,2019,Backbone,18,15,1
author_48853,2012,Backbone,17,15,1
author_70334,2015,Backbone,47,14,1
author_62635,2014,Backbone,35,14,1
author_22361,2009,Backbone,33,14,1
author_54401,2013,Backbone,25,14,1
author_175842,2023,Backbone,22,14,1
author_56532,2013,Backbone,22,14,1
author_13738,2008,Backbone,18,14,1
author_76787,2015,Backbone,18,14,1
author_180993,2023,Backbone,17,14,1
author_13346,2008,Backbone,17,14,1
author_27865,2010,Backbone,15,14,1
author_69068,2014,Backbone,15,14,1
author_81551,2016,Backbone,14,14,1
author_100368,2017,Backbone,30,13,1
author_53898,2013,Backbone,29,13,1
author_35274,2011,Backbone,26,13,1
author_90220,2016,Backbone,25,13,1
author_75257,2015,Backbone,24,13,1
author_23154,2009,Backbone,23,13,1
author_58139,2013,Backbone,23,13,1
author_19491,2009,Backbone,23,13,1
author_140642,2020,Backbone,22,13,1
author_64136,2014,Backbone,21,13,1
author_4308,2006,Backbone,21,13,1
author_15802,2008,Backbone,20,13,1
author_5584,2006,Backbone,19,13,1
author_22384,2009,Backbone,18,13,1
author_195866,2024,Backbone,17,13,1
author_130777,2020,Backbone,17,13,1
author_35133,2011,Backbone,17,13,1
author_51389,2013,Backbone,16,13,1
author_85121,2016,Backbone,16,13,1
author_30604,2010,Backbone,16,13,1
author_51388,2013,Backbone,16,13,1
author_5416,2006,Backbone,16,13,1
author_13506,2008,Backbone,15,13,1
author_142220,2020,Backbone,15,13,1
author_71307,2015,Backbone,14,13,1
author_157138,2021,Backbone,40,12,1
author_66762,2014,Backbone,33,12,1
author_70327,2015,Backbone,27,12,1
author_19446,2009,Backbone,22,12,1
author_50281,2013,Backbone,20,12,1
author_57917,2013,Backbone,19,12,1
author_141238,2020,Backbone,19,12,1
author_84766,2016,Backbone,19,12,1
author_3745,2006,Backbone,18,12,1
author_73672,2015,Backbone,18,12,1
author_168246,2022,Backbone,18,12,1
author_52126,2013,Backbone,18,12,1
author_125207,2019,Backbone,17,12,1
author_18528,2009,Backbone,16,12,1
author_19109,2009,Backbone,16,12,1
author_61733,2014,Backbone,15,12,1
author_30539,2010,Backbone,15,12,1
author_97218,2017,Backbone,14,12,1
author_51664,2013,Backbone,13,12,1
author_39551,2011,Backbone,31,11,1
author_156569,2021,Backbone,31,11,1
author_189253,2024,Backbone,31,11,1
author_12845,2008,Backbone,29,11,1
author_126379,2019,Backbone,24,11,1
author_26513,2010,Backbone,23,11,1
author_116842,2019,Backbone,22,11,1
author_20506,2009,Backbone,21,11,1
author_34347,2011,Backbone,19,11,1
author_151482,2021,Backbone,18,11,1
author_42385,2012,Backbone,16,11,1
author_30976,2010,Backbone,16,11,1
author_90673,2016,Backbone,15,11,1
author_97528,2017,Backbone,15,11,1
author_174598,2022,Backbone,15,11,1
author_51380,2013,Backbone,15,11,1
author_28953,2010,Backbone,14,11,1
author_659,2006,Backbone,14,11,1
author_146702,2021,Backbone,14,11,1
author_22202,2009,Backbone,13,11,1
author_21965,2009,Backbone,13,11,1
author_7690,2007,Backbone,13,11,1
author_42460,2012,Backbone,13,11,1
author_157505,2021,Backbone,13,11,1
author_39582,2011,Backbone,12,11,1
author_78011,2015,Backbone,24,10,1
author_45081,2012,Backbone,23,10,1
author_16562,2008,Backbone,21,10,1
author_58056,2013,Backbone,18,10,1
author_114181,2018,Backbone,18,10,1
author_46667,2012,Backbone,18,10,1
author_173288,2022,Backbone,17,10,1
author_15302,2008,Backbone,16,10,1
author_77573,2015,Backbone,15,10,1
author_12661,2008,Backbone,15,10,1
author_44200,2012,Backbone,15,10,1
author_15801,2008,Backbone,15,10,1
author_39502,2011,Backbone,15,10,1
author_133020,2020,Backbone,14,10,1
author_83267,2016,Backbone,13,10,1
author_22374,2009,Backbone,13,10,1
author_132525,2021,Backbone,13,10,1
author_12828,2008,Backbone,12,10,1
author_36417,2011,Backbone,12,10,1
author_65727,2014,Backbone,12,10,1
author_54713,2013,Backbone,12,10,1
author_143416,2021,Backbone,12,10,1
author_39166,2011,Backbone,11,10,1
author_40153,2011,Backbone,11,10,1
author_20728,2009,Backbone,11,10,1
author_7551,2007,Backbone,10,10,1
author_50769,2013,Backbone,24,9,1
author_56397,2013,Backbone,24,9,1
author_38683,2011,Backbone,20,9,1
author_197462,2024,Backbone,16,9,1
author_130673,2020,Backbone,16,9,1
author_12195,2008,Backbone,15,9,1
author_79541,2015,Backbone,15,9,1
author_106994,2018,Backbone,14,9,1
author_83303,2016,Backbone,14,9,1
author_37519,2011,Backbone,14,9,1
author_17483,2008,Backbone,14,9,1
author_80009,2016,Backbone,14,9,1
author_64631,2014,Backbone,14,9,1
author_116546,2019,Backbone,13,9,1
author_167515,2022,Backbone,13,9,1
author_19323,2009,Backbone,13,9,1
author_60583,2014,Backbone,12,9,1
author_17219,2008,Backbone,12,9,1
author_211311,2025,Backbone,12,9,1
author_51454,2013,Backbone,11,9,1
author_102979,2018,Backbone,11,9,1
author_84201,2016,Backbone,11,9,1
author_46824,2012,Backbone,10,9,1
author_53638,2013,Backbone,10,9,1
author_149738,2021,Backbone,10,9,1
author_64148,2014,Backbone,10,9,1
author_96762,2017,Backbone,10,9,1
author_31059,2010,Backbone,9,9,1
author_28627,2010,Backbone,9,9,1
author_62189,2014,Backbone,9,9,1
author_51893,2013,Backbone,9,9,1
author_53424,2013,Backbone,9,9,1
author_31998,2010,Backbone,9,9,1
author_66749,2014,Backbone,39,8,1
author_85389,2016,Backbone,21,8,1
author_63674,2014,Backbone,17,8,1
author_151029,2021,Backbone,17,8,1
author_151032,2021,Backbone,17,8,1
author_138430,2020,Backbone,16,8,1
author_138434,2020,Backbone,16,8,1
author_30640,2010,Backbone,14,8,1
author_47329,2012,Backbone,14,8,1
author_39952,2011,Backbone,14,8,1
author_24632,2009,Backbone,13,8,1
author_177348,2023,Backbone,13,8,1
author_91906,2017,Backbone,13,8,1
author_11150,2007,Backbone,11,8,1
author_18823,2009,Backbone,11,8,1
author_134631,2020,Backbone,11,8,1
author_18818,2009,Backbone,11,8,1
author_158153,2021,Backbone,11,8,1
author_20915,2009,Backbone,11,8,1
author_19318,2009,Backbone,11,8,1
author_66716,2014,Backbone,11,8,1
author_67479,2014,Backbone,10,8,1
author_67245,2014,Backbone,10,8,1
author_103329,2018,Backbone,10,8,1
author_164462,2022,Backbone,10,8,1
author_96768,2017,Backbone,10,8,1
author_72441,2015,Backbone,10,8,1
author_40933,2012,Backbone,10,8,1
author_31399,2010,Backbone,10,8,1
author_166795,2022,Backbone,9,8,1
author_117108,2019,Backbone,9,8,1
author_9037,2007,Backbone,9,8,1
author_28244,2010,Backbone,9,8,1
author_110924,2018,Backbone,9,8,1
author_2412,2006,Backbone,9,8,1
author_116944,2019,Backbone,9,8,1
author_103326,2018,Backbone,9,8,1
author_19112,2009,Backbone,8,8,1
author_45425,2012,Backbone,8,8,1
author_22709,2009,Backbone,8,8,1
author_9827,2007,Backbone,8,8,1
author_170661,2022,Backbone,31,7,1
author_3287,2006,Backbone,25,7,1
author_192771,2024,Backbone,23,7,1
author_43362,2012,Backbone,18,7,1
author_186848,2023,Backbone,17,7,1
author_91901,2017,Backbone,16,7,1
author_137563,2020,Backbone,16,7,1
author_87020,2016,Backbone,14,7,1
author_174947,2023,Backbone,13,7,1
author_56570,2013,Backbone,12,7,1
author_39491,2011,Backbone,12,7,1
author_15609,2008,Backbone,12,7,1
author_33044,2011,Backbone,12,7,1
author_61738,2014,Backbone,12,7,1
author_27014,2010,Backbone,11,7,1
author_19475,2009,Backbone,11,7,1
author_191430,2024,Backbone,10,7,1
author_10451,2007,Backbone,10,7,1
author_12660,2008,Backbone,10,7,1
author_131876,2020,Backbone,10,7,1
author_39974,2011,Backbone,10,7,1
author_57911,2013,Backbone,10,7,1
author_18424,2009,Backbone,10,7,1
author_22695,2009,Backbone,10,7,1
author_55515,2013,Backbone,9,7,1
author_58264,2013,Backbone,9,7,1
author_15315,2008,Backbone,9,7,1
author_107869,2018,Backbone,9,7,1
author_97073,2017,Backbone,9,7,1
author_30073,2010,Backbone,8,7,1
author_29190,2010,Backbone,8,7,1
author_126383,2019,Backbone,8,7,1
author_150649,2023,Backbone,8,7,1
author_106469,2018,Backbone,8,7,1
author_38628,2011,Backbone,8,7,1
author_147168,2021,Backbone,8,7,1
author_126384,2019,Backbone,8,7,1
author_111353,2018,Backbone,8,7,1
author_126380,2019,Backbone,8,7,1
author_98273,2017,Backbone,8,7,1
author_111670,2018,Backbone,8,7,1
author_175692,2023,Backbone,8,7,1
author_27965,2010,Backbone,7,7,1
author_108055,2018,Backbone,7,7,1
author_13382,2008,Backbone,7,7,1
author_37081,2011,Backbone,7,7,1
author_65050,2014,Backbone,7,7,1
author_131263,2020,Backbone,7,7,1
author_126324,2019,Backbone,20,6,1
author_12720,2008,Backbone,19,6,1
author_38684,2011,Backbone,18,6,1
author_45130,2012,Backbone,16,6,1
author_115029,2019,Backbone,15,6,1
author_95838,2017,Backbone,15,6,1
author_145468,2021,Backbone,14,6,1
author_177474,2023,Backbone,14,6,1
author_101781,2017,Backbone,13,6,1
author_125258,2019,Backbone,12,6,1
author_74352,2015,Backbone,11,6,1
author_47632,2012,Backbone,11,6,1
author_48677,2012,Backbone,11,6,1
author_67592,2014,Backbone,10,6,1
author_24447,2009,Backbone,10,6,1
author_127803,2020,Backbone,9,6,1
author_36522,2011,Backbone,9,6,1
author_56724,2013,Backbone,9,6,1
author_33408,2011,Backbone,9,6,1
author_24132,2009,Backbone,9,6,1
author_134314,2020,Backbone,8,6,1
author_136936,2020,Backbone,8,6,1
author_106819,2018,Backbone,8,6,1
author_4436,2006,Backbone,8,6,1
author_14324,2008,Backbone,8,6,1
author_80201,2016,Backbone,8,6,1
author_102523,2017,Backbone,8,6,1
author_48035,2012,Backbone,8,6,1
author_45697,2012,Backbone,8,6,1
author_77514,2015,Backbone,8,6,1
author_56615,2013,Backbone,7,6,1
author_65717,2014,Backbone,7,6,1
author_93225,2017,Backbone,7,6,1
author_49019,2012,Backbone,7,6,1
author_35978,2011,Backbone,7,6,1
author_114174,2018,Backbone,7,6,1
author_130259,2020,Backbone,7,6,1
author_129364,2020,Backbone,7,6,1
author_130257,2020,Backbone,7,6,1
author_90896,2016,Backbone,7,6,1
author_130258,2020,Backbone,7,6,1
author_130262,2020,Backbone,7,6,1
author_130256,2020,Backbone,7,6,1
author_141283,2020,Backbone,7,6,1
author_19316,2009,Backbone,7,6,1
author_91243,2016,Backbone,7,6,1
author_48256,2012,Backbone,6,6,1
author_112770,2018,Backbone,6,6,1
author_65764,2014,Backbone,33,5,1
author_147649,2021,Backbone,19,5,1
author_31990,2010,Backbone,16,5,1
author_66982,2014,Backbone,13,5,1
author_18855,2009,Backbone,13,5,1
author_6352,2007,Backbone,13,5,1
author_117715,2019,Backbone,12,5,1
author_123860,2019,Backbone,12,5,1
author_133725,2020,Backbone,11,5,1
author_39862,2011,Backbone,11,5,1
author_28246,2010,Backbone,10,5,1
author_170446,2022,Backbone,10,5,1
author_20562,2009,Backbone,9,5,1
author_73079,2015,Backbone,9,5,1
author_95769,2017,Backbone,9,5,1
author_171292,2023,Backbone,9,5,1
author_5688,2006,Backbone,9,5,1
author_138483,2020,Backbone,9,5,1
author_44078,2012,Backbone,9,5,1
author_4379,2006,Backbone,9,5,1
author_62892,2014,Backbone,8,5,1
author_3941,2006,Backbone,8,5,1
author_64797,2014,Backbone,8,5,1
author_12695,2008,Backbone,8,5,1
author_20614,2009,Backbone,8,5,1
author_144036,2021,Backbone,8,5,1
author_48715,2012,Backbone,8,5,1
author_151845,2021,Backbone,7,5,1
author_111309,2018,Backbone,7,5,1
author_121966,2019,Backbone,7,5,1
author_135038,2021,Backbone,7,5,1
author_25399,2010,Backbone,7,5,1
author_116565,2019,Backbone,7,5,1
author_154587,2022,Backbone,7,5,1
author_115073,2019,Backbone,7,5,1
author_179042,2023,Backbone,7,5,1
author_128963,2020,Backbone,7,5,1
author_27695,2010,Backbone,6,5,1
author_108052,2018,Backbone,6,5,1
author_165460,2022,Backbone,6,5,1
author_15670,2008,Backbone,6,5,1
author_5526,2006,Backbone,6,5,1
author_53167,2013,Backbone,6,5,1
author_86228,2016,Backbone,6,5,1
author_161575,2022,Backbone,6,5,1
author_489,2006,Backbone,6,5,1
author_12443,2008,Backbone,6,5,1
author_134346,2020,Backbone,6,5,1
author_112906,2018,Backbone,6,5,1
author_96255,2017,Backbone,6,5,1
author_38693,2011,Backbone,6,5,1
author_132531,2021,Backbone,5,5,1
author_143497,2021,Backbone,5,5,1
author_149664,2021,Backbone,5,5,1
author_15906,2008,Backbone,5,5,1
author_71170,2015,Backbone,5,5,1
author_112769,2018,Backbone,5,5,1
author_46489,2012,Backbone,5,5,1
author_74327,2015,Backbone,5,5,1
author_57968,2013,Backbone,5,5,1
author_22874,2009,Backbone,5,5,1
author_131885,2020,Backbone,5,5,1
author_145462,2021,Backbone,5,5,1
author_131266,2020,Backbone,5,5,1
