k,k_over_n,alpha_weighted,alpha_unweighted
169,0.009872071966820491,0.0,0.0
170,0.009930486593843098,0.0,0.0
171,0.009988901220865706,0.0,0.0
172,0.010047315847888311,0.0,0.0
173,0.010105730474910918,0.0,0.0
174,0.010164145101933524,0.0,0.0
175,0.01022255972895613,0.0,0.0
176,0.010280974355978738,0.0,0.0
177,0.010339388983001343,0.0,0.0
178,0.01039780361002395,0.0,0.0
179,0.010456218237046556,0.0,0.0
180,0.010514632864069163,0.0,0.0
181,0.01057304749109177,0.0,0.0
182,0.010631462118114375,0.0,0.0
183,0.010689876745136983,0.0,0.0
184,0.010748291372159588,0.0,0.0
185,0.010806705999182195,0.0,0.0
186,0.010865120626204802,0.0,0.0
187,0.010923535253227408,0.0,0.0
188,0.010981949880250015,0.0,0.0
189,0.011040364507272622,0.0,0.0
190,0.011098779134295227,0.0,0.0
191,0.011157193761317834,0.0,0.0
192,0.01121560838834044,0.0,0.0
193,0.011274023015363047,0.0,0.0
194,0.011332437642385654,0.0,0.0
195,0.01139085226940826,0.0,0.0
196,0.011449266896430867,0.0,0.0
197,0.011507681523453472,0.0,0.0
198,0.01156609615047608,0.0,0.0
199,0.011624510777498686,0.0,0.0
200,0.011682925404521292,0.0,0.0
201,0.011741340031543899,0.0,0.0
202,0.011799754658566504,0.0,0.0
203,0.011858169285589111,0.0,0.0
204,0.011916583912611719,0.0,0.0
205,0.011974998539634324,0.0,0.0
206,0.012033413166656931,0.0,0.0
207,0.012091827793679538,0.0,0.0
208,0.012150242420702144,0.0,0.0
209,0.01220865704772475,0.0,0.0
210,0.012267071674747356,0.0,0.0
211,0.012325486301769963,0.0,0.0
212,0.01238390092879257,0.0,0.0
213,0.012442315555815176,0.0,0.0
214,0.012500730182837783,0.0,0.0
215,0.012559144809860388,0.0,0.0
216,0.012617559436882995,0.0,0.0
217,0.012675974063905603,0.0,0.0
218,0.012734388690928208,0.0,0.0
219,0.012792803317950815,0.0,0.0
220,0.01285121794497342,0.0,0.0
221,0.012909632571996028,0.0,0.0
222,0.012968047199018635,0.0,0.0
223,0.01302646182604124,0.0,0.0
224,0.013084876453063847,0.0,0.0
225,0.013143291080086454,0.0,0.0
226,0.01320170570710906,0.0,0.0
227,0.013260120334131667,0.0,0.0
228,0.013318534961154272,0.0,0.0
229,0.01337694958817688,0.0,0.0
230,0.013435364215199487,0.0,0.0
231,0.013493778842222092,0.0,0.0
232,0.0135521934692447,0.0,0.0
233,0.013610608096267305,0.0,0.0
234,0.013669022723289912,0.0,0.0
235,0.013727437350312519,0.0,0.0
236,0.013785851977335124,0.0,0.0
237,0.013844266604357731,0.0,0.0
238,0.013902681231380337,0.0,0.0
239,0.013961095858402944,0.0,0.0
240,0.014019510485425551,0.0,0.0
241,0.014077925112448157,0.0,0.0
242,0.014136339739470764,0.0,0.0
243,0.01419475436649337,0.0,0.0
244,0.014253168993515976,0.0,0.0
245,0.014311583620538583,0.0,0.0
246,0.014369998247561189,0.0,0.0
247,0.014428412874583796,0.0,0.0
248,0.014486827501606403,0.0,0.0
249,0.014545242128629008,0.0,0.0
250,0.014603656755651616,0.0,0.0
251,0.014662071382674221,0.0,0.0
252,0.014720486009696828,0.0,0.0
253,0.014778900636719435,0.0,0.0
254,0.01483731526374204,0.0,0.0
255,0.014895729890764648,0.0,0.0
256,0.014954144517787253,0.0,0.0
257,0.01501255914480986,0.0,0.0
258,0.015070973771832467,0.0,0.0
259,0.015129388398855073,0.0,0.0
260,0.01518780302587768,0.0,0.0
261,0.015246217652900287,0.0,0.0
262,0.015304632279922892,0.0,0.0
263,0.0153630469069455,0.0,0.0
264,0.015421461533968105,0.0,0.0
265,0.015479876160990712,0.0,0.0
266,0.01553829078801332,0.0,0.0
267,0.015596705415035925,0.0,0.0
268,0.015655120042058532,0.0,0.0
269,0.01571353466908114,0.0,0.0
270,0.015771949296103746,0.0,0.0
271,0.01583036392312635,0.0,0.0
272,0.015888778550148957,0.0,0.0
273,0.015947193177171564,0.0,0.0
274,0.01600560780419417,0.0,0.0
275,0.01606402243121678,0.0,0.0
276,0.016122437058239382,0.0,0.0
277,0.01618085168526199,0.0,0.0
278,0.016239266312284596,0.0,0.0
279,0.016297680939307203,0.0,0.0
280,0.01635609556632981,0.0,0.0
281,0.016414510193352414,0.0,0.0
282,0.01647292482037502,0.0,0.0
283,0.01653133944739763,0.0,0.0
284,0.016589754074420236,0.0,0.0
285,0.016648168701442843,0.0,0.0
286,0.016706583328465446,0.0,0.0
287,0.016764997955488053,0.0,0.0
288,0.01682341258251066,0.0,0.0
289,0.016881827209533268,0.0,0.0
290,0.016940241836555875,0.0,0.0
291,0.01699865646357848,0.0,0.0
292,0.017057071090601086,0.0,0.0
293,0.017115485717623693,0.0,0.0
294,0.0171739003446463,0.0,0.0
295,0.017232314971668907,0.0,0.0
296,0.01729072959869151,0.0,0.0
297,0.017349144225714118,0.0,0.0
298,0.017407558852736725,0.0,0.0
299,0.017465973479759332,0.0,0.0
300,0.01752438810678194,0.0,0.0
301,0.017582802733804543,0.0,0.0
302,0.01764121736082715,0.0,0.0
303,0.017699631987849757,0.0,0.0
304,0.017758046614872364,0.0,0.0
305,0.01781646124189497,0.0,0.0
306,0.01787487586891758,0.0,0.0
307,0.017933290495940182,0.0,0.0
308,0.01799170512296279,0.0,0.0
309,0.018050119749985397,0.0,0.0
310,0.018108534377008004,0.0,0.0
311,0.01816694900403061,0.0,0.0
312,0.018225363631053215,0.0,0.0
313,0.01828377825807582,0.0,0.0
314,0.01834219288509843,0.0,0.0
315,0.018400607512121036,0.0,0.0
316,0.018459022139143643,0.0,0.0
317,0.018517436766166247,0.0,0.0
318,0.018575851393188854,0.0,0.0
319,0.01863426602021146,0.0,0.0
320,0.018692680647234068,0.0,0.0
321,0.018751095274256675,0.0,0.0
322,0.01880950990127928,0.0,0.0
323,0.018867924528301886,0.0,0.0
324,0.018926339155324493,0.0,0.0
325,0.0189847537823471,0.0,0.0
326,0.019043168409369707,0.0,0.0
327,0.01910158303639231,0.0,0.0
328,0.01915999766341492,0.0,0.0
329,0.019218412290437525,0.0,0.0
330,0.019276826917460133,0.0,0.0
331,0.01933524154448274,0.0,0.0
332,0.019393656171505343,0.0,0.0
333,0.01945207079852795,0.0,0.0
334,0.019510485425550558,0.0,0.0
335,0.019568900052573165,0.0,0.0
336,0.019627314679595772,0.0,0.0
337,0.019685729306618376,0.0,0.0
338,0.019744143933640983,0.0,0.0
339,0.01980255856066359,0.0,0.0
340,0.019860973187686197,0.0,0.0
341,0.019919387814708804,0.0,0.0
342,0.01997780244173141,0.0,0.0
343,0.020036217068754015,0.0,0.0
344,0.020094631695776622,0.0,0.0
345,0.02015304632279923,0.0,0.0
346,0.020211460949821836,0.0,0.0
347,0.020269875576844443,0.0,0.0
348,0.020328290203867047,0.0,0.0
349,0.020386704830889654,0.0,0.0
350,0.02044511945791226,0.0,0.0
351,0.02050353408493487,0.0,0.0
352,0.020561948711957476,0.0,0.0
353,0.02062036333898008,0.0,0.0
354,0.020678777966002686,0.0,0.0
355,0.020737192593025294,0.0,0.0
356,0.0207956072200479,0.0,0.0
357,0.020854021847070508,0.0,0.0
358,0.02091243647409311,0.0,0.0
359,0.02097085110111572,0.0,0.0
360,0.021029265728138326,0.0,0.0
361,0.021087680355160933,0.0,0.0
362,0.02114609498218354,0.0,0.0
363,0.021204509609206144,0.0,0.0
364,0.02126292423622875,0.0,0.0
365,0.021321338863251358,0.0,0.0
366,0.021379753490273965,0.0,0.0
367,0.021438168117296572,0.0,0.0
368,0.021496582744319176,0.0,0.0
369,0.021554997371341783,0.0,0.0
370,0.02161341199836439,0.0,0.0
371,0.021671826625386997,0.0,0.0
372,0.021730241252409604,0.0,0.0
373,0.021788655879432208,0.0,0.0
374,0.021847070506454815,0.0,0.0
375,0.021905485133477422,0.0,0.0
376,0.02196389976050003,0.0,0.0
377,0.022022314387522637,0.0,0.0
378,0.022080729014545244,0.0,0.0
379,0.022139143641567847,0.0,0.0
380,0.022197558268590455,0.0,0.0
381,0.022255972895613062,0.0,0.0
382,0.02231438752263567,0.0,0.0
383,0.022372802149658276,0.0,0.0
384,0.02243121677668088,0.0,0.0
385,0.022489631403703487,0.0,0.0
386,0.022548046030726094,0.0,0.0
387,0.0226064606577487,0.0,0.0
388,0.022664875284771308,0.0,0.0
389,0.022723289911793912,0.0,0.0
390,0.02278170453881652,0.0,0.0
391,0.022840119165839126,0.0,0.0
392,0.022898533792861733,0.0,0.0
393,0.02295694841988434,0.0,0.0
394,0.023015363046906944,0.0,0.0
395,0.02307377767392955,0.0,0.0
396,0.02313219230095216,0.0,0.0
397,0.023190606927974765,0.0,0.0
398,0.023249021554997373,0.0,0.0
399,0.023307436182019976,0.0,0.0
400,0.023365850809042583,0.0,0.0
401,0.02342426543606519,0.0,0.0
402,0.023482680063087798,0.0,0.0
403,0.023541094690110405,0.0,0.0
404,0.02359950931713301,0.0,0.0
405,0.023657923944155616,0.0,0.0
406,0.023716338571178223,0.0,0.0
407,0.02377475319820083,0.0,0.0
408,0.023833167825223437,0.0,0.0
409,0.02389158245224604,0.0,0.0
410,0.023949997079268648,0.0,0.0
411,0.024008411706291255,0.0,0.0
412,0.024066826333313862,0.0,0.0
413,0.02412524096033647,0.0,0.0
414,0.024183655587359076,0.0,0.0
415,0.02424207021438168,0.0,0.0
416,0.024300484841404287,0.0,0.0
417,0.024358899468426894,0.0,0.0
418,0.0244173140954495,0.0,0.0
419,0.02447572872247211,0.0,0.0
420,0.024534143349494712,0.0,0.0
421,0.02459255797651732,0.0,0.0
422,0.024650972603539927,0.0,0.0
423,0.024709387230562534,0.0,0.0
424,0.02476780185758514,0.0,0.0
425,0.024826216484607744,0.0,0.0
426,0.02488463111163035,0.0,0.0
427,0.02494304573865296,0.0,0.0
428,0.025001460365675566,0.0,0.0
429,0.025059874992698173,0.0,0.0
430,0.025118289619720777,0.0,0.0
431,0.025176704246743384,0.0,0.0
432,0.02523511887376599,0.0,0.0
433,0.025293533500788598,0.0,0.0
434,0.025351948127811205,0.0,0.0
435,0.02541036275483381,0.0,0.0
436,0.025468777381856416,0.0,0.0
437,0.025527192008879023,0.0,0.0
438,0.02558560663590163,0.0,0.0
439,0.025644021262924237,0.0,0.0
440,0.02570243588994684,0.0,0.0
441,0.025760850516969448,0.0,0.0
442,0.025819265143992055,0.0,0.0
443,0.025877679771014662,0.0,0.0
444,0.02593609439803727,0.0,0.0
445,0.025994509025059873,0.0,0.0
446,0.02605292365208248,0.0,0.0
447,0.026111338279105088,0.0,0.0
448,0.026169752906127695,0.0,0.0
449,0.026228167533150302,0.0,0.0
450,0.02628658216017291,0.0,0.0
451,0.026344996787195513,0.0,0.0
452,0.02640341141421812,0.0,0.0
453,0.026461826041240727,0.0,0.0
454,0.026520240668263334,0.0,0.0
455,0.02657865529528594,0.0,0.0
456,0.026637069922308545,0.0,0.0
457,0.026695484549331152,0.0,0.0
458,0.02675389917635376,0.0,0.0
459,0.026812313803376366,0.0,0.0
460,0.026870728430398973,0.0,0.0
461,0.026929143057421577,0.0,0.0
462,0.026987557684444184,0.0,0.0
463,0.02704597231146679,0.0,0.0
464,0.0271043869384894,0.0,0.0
465,0.027162801565512006,0.0,0.0
466,0.02722121619253461,0.0,0.0
467,0.027279630819557216,0.0,0.0
468,0.027338045446579824,0.0,0.0
469,0.02739646007360243,0.0,0.0
470,0.027454874700625038,0.0,0.0
471,0.02751328932764764,0.0,0.0
472,0.02757170395467025,0.0,0.0
473,0.027630118581692856,0.0,0.0
474,0.027688533208715463,0.0,0.0
475,0.02774694783573807,0.0,0.0
476,0.027805362462760674,0.0,0.0
477,0.02786377708978328,0.0,0.0
478,0.027922191716805888,0.0,0.0
479,0.027980606343828495,0.0,0.0
480,0.028039020970851102,0.0,0.0
481,0.028097435597873706,0.0,0.0
482,0.028155850224896313,0.0,0.0
483,0.02821426485191892,0.0,0.0
484,0.028272679478941527,0.0,0.0
485,0.028331094105964134,0.0,0.0
486,0.02838950873298674,0.0,0.0
487,0.028447923360009345,0.0,0.0
488,0.028506337987031952,0.0,0.0
489,0.02856475261405456,0.0,0.0
490,0.028623167241077167,0.0,0.0
491,0.028681581868099774,0.0,0.0
492,0.028739996495122377,0.0,0.0
493,0.028798411122144985,0.0,0.0
494,0.02885682574916759,0.0,0.0
495,0.0289152403761902,0.0,0.0
496,0.028973655003212806,0.0,0.0
497,0.02903206963023541,0.0,0.0
498,0.029090484257258017,0.0,0.0
499,0.029148898884280624,0.0,0.0
500,0.02920731351130323,0.0,0.0
501,0.029265728138325838,0.0,0.0
502,0.029324142765348442,0.0,0.0
503,0.02938255739237105,0.0,0.0
504,0.029440972019393656,0.0,0.0
505,0.029499386646416263,0.0,0.0
506,0.02955780127343887,0.0,0.0
507,0.029616215900461474,0.0,0.0
508,0.02967463052748408,0.0,0.0
509,0.02973304515450669,0.0,0.0
510,0.029791459781529295,0.0,0.0
511,0.029849874408551903,0.0,0.0
512,0.029908289035574506,0.0,0.0
513,0.029966703662597113,0.0,0.0
514,0.03002511828961972,0.0,0.0
515,0.030083532916642328,0.0,0.0
516,0.030141947543664935,0.0,0.0
517,0.03020036217068754,0.0,0.0
518,0.030258776797710146,0.0,0.0
519,0.030317191424732753,0.0,0.0
520,0.03037560605175536,0.0,0.0
521,0.030434020678777967,0.0,0.0
522,0.030492435305800574,0.0,0.0
523,0.030550849932823178,0.0,0.0
524,0.030609264559845785,0.0,0.0
525,0.030667679186868392,0.0,0.0
526,0.030726093813891,0.0,0.0
527,0.030784508440913606,0.0,0.0
528,0.03084292306793621,0.0,0.0
529,0.030901337694958817,0.0,0.0
530,0.030959752321981424,0.0,0.0
531,0.03101816694900403,0.0,0.0
532,0.03107658157602664,0.0,0.0
533,0.031134996203049242,0.0,0.0
534,0.03119341083007185,0.0,0.0
535,0.031251825457094456,0.0,0.0
536,0.031310240084117064,0.0,0.0
537,0.03136865471113967,0.0,0.0
538,0.03142706933816228,0.0,0.0
539,0.031485483965184885,0.0,0.0
540,0.03154389859220749,0.0,0.0
541,0.03160231321923009,0.0,0.0
542,0.0316607278462527,0.0,0.0
543,0.03171914247327531,0.0,0.0
544,0.031777557100297914,0.0,0.0
545,0.03183597172732052,0.0,0.0
546,0.03189438635434313,0.0,0.0
547,0.031952800981365735,0.0,0.0
548,0.03201121560838834,0.0,0.0
549,0.03206963023541095,0.0,0.0
550,0.03212804486243356,0.0,0.0
551,0.03218645948945616,0.0,0.0
552,0.032244874116478764,0.0,0.0
553,0.03230328874350137,0.0,0.0
554,0.03236170337052398,0.0,0.0
555,0.032420117997546585,0.0,0.0
556,0.03247853262456919,0.0,0.0
557,0.0325369472515918,0.0,0.0
558,0.03259536187861441,0.0,0.0
559,0.032653776505637014,0.0,0.0
560,0.03271219113265962,0.0,0.0
