u,v,weight
author_16332,author_45959,2.5
author_16346,author_16348,0.5
author_16346,author_23274,0.5
author_16346,author_24802,0.5
author_16346,author_25418,2.5
author_16346,author_51608,1.0
author_16346,author_56532,1.0
author_16361,author_31730,1.0
author_16361,author_31732,1.0
author_16361,author_69145,0.6666666666666666
author_16364,author_16366,1.0
author_16364,author_20428,0.5
author_16364,author_27575,0.3333333333333333
author_16364,author_36907,0.25
author_16364,author_47592,1.0
author_16364,author_53217,0.3333333333333333
author_16364,author_71098,0.3333333333333333
author_16364,author_72368,0.3333333333333333
author_16364,author_73035,1.3333333333333333
author_16364,author_74138,0.3333333333333333
author_16364,author_92391,1.0
author_16364,author_111921,0.3333333333333333
author_16364,author_111922,0.3333333333333333
author_16364,author_132110,0.3333333333333333
author_16366,author_20079,0.3333333333333333
author_16366,author_20428,0.5
author_16366,author_21704,0.5
author_16366,author_107151,0.8333333333333333
author_16370,author_16372,1.5
author_16372,author_38278,0.5
author_16372,author_38279,1.0
author_16372,author_48850,2.0
author_16381,author_16383,0.8333333333333333
author_16381,author_17109,1.0
author_16381,author_43629,1.3333333333333333
author_16383,author_17613,0.5
author_16383,author_17614,0.5
author_16383,author_43629,0.3333333333333333
author_16383,author_79575,0.3333333333333333
author_16385,author_16386,2.833333333333333
author_16385,author_17777,0.5
author_16385,author_24518,0.3333333333333333
author_16385,author_24521,0.3333333333333333
author_16385,author_24522,0.3333333333333333
author_16385,author_38279,0.5
author_16385,author_52662,0.3333333333333333
author_16385,author_91095,0.5
author_16385,author_91097,0.5
author_16385,author_116641,0.3333333333333333
author_16385,author_152308,0.3333333333333333
author_16385,author_167034,0.5
author_16385,author_186747,0.5
author_16386,author_27577,3.0
author_16386,author_27596,0.5
author_16386,author_35676,0.5
author_16386,author_54149,1.0
author_16386,author_54150,1.0
author_16386,author_62550,1.0
author_16386,author_77094,0.5
author_16386,author_77095,1.5
author_16386,author_110278,0.25
author_16386,author_113599,1.0
author_16386,author_116641,1.1666666666666665
author_16386,author_152308,0.6666666666666666
author_16386,author_157453,0.25
author_16386,author_186747,0.5
author_16396,author_16397,0.5
author_16396,author_20599,0.07142857142857142
author_16396,author_21439,0.1
author_16396,author_39898,0.07142857142857142
author_16396,author_62893,0.07142857142857142
author_16396,author_89843,0.1
author_16396,author_95904,0.07142857142857142
author_16396,author_136979,0.07142857142857142
author_16396,author_147649,0.1
author_16396,author_147655,0.1
author_16397,author_19316,0.14285714285714285
author_16397,author_21455,0.14285714285714285
author_16397,author_21461,0.14285714285714285
author_16416,author_19367,0.25
author_16416,author_19368,0.25
author_16416,author_30631,4.8999999999999995
author_16416,author_30634,0.5
author_16416,author_30645,0.25
author_16416,author_31536,1.8666666666666665
author_16416,author_31537,0.6666666666666666
author_16416,author_39735,0.3333333333333333
author_16416,author_47628,0.3666666666666667
author_16416,author_57956,0.3333333333333333
author_16416,author_85882,0.16666666666666666
author_16416,author_123930,0.26785714285714285
author_16416,author_123932,1.2678571428571428
author_16416,author_123934,0.26785714285714285
author_16416,author_123936,0.26785714285714285
author_16416,author_123937,0.26785714285714285
author_16416,author_126409,1.3333333333333333
author_16416,author_140686,0.125
author_16416,author_166605,0.39285714285714285
author_16416,author_166609,0.14285714285714285
author_16416,author_167664,0.25
author_16429,author_16430,0.2
author_16429,author_16432,0.2
author_16429,author_16433,0.2
author_16429,author_45214,0.25396825396825395
author_16429,author_45215,0.25396825396825395
author_16429,author_45216,0.25396825396825395
author_16429,author_45217,0.25396825396825395
author_16429,author_45219,0.25396825396825395
author_16429,author_45220,0.25396825396825395
author_16429,author_45222,0.25396825396825395
author_16430,author_16432,0.2
author_16430,author_16433,0.325
author_16432,author_16433,0.2
author_16432,author_24134,0.1
author_16432,author_37138,0.043478260869565216
author_16432,author_41656,0.043478260869565216
author_16432,author_62879,0.1
author_16432,author_73257,0.1
author_16432,author_76459,0.043478260869565216
author_16441,author_16443,0.25
author_16441,author_28165,0.16666666666666666
author_16443,author_26190,0.1111111111111111
author_16443,author_26191,0.1111111111111111
author_16443,author_28165,0.14285714285714285
author_16443,author_34085,0.14285714285714285
author_16443,author_41517,0.14285714285714285
author_16443,author_41838,0.14285714285714285
author_16446,author_16447,0.75
author_16446,author_45384,0.25
author_16446,author_64214,0.25
author_16446,author_73981,0.25
author_16470,author_16471,6.5
author_16470,author_21361,0.14285714285714285
author_16470,author_23502,0.5
author_16470,author_27180,17.22738095238095
author_16470,author_27181,0.9166666666666665
author_16470,author_36101,4.0
author_16470,author_36182,1.0178571428571428
author_16470,author_36183,0.9678571428571427
author_16470,author_36184,1.9178571428571427
author_16470,author_36187,0.7178571428571429
author_16470,author_36188,0.39285714285714285
author_16470,author_36189,1.5607142857142857
author_16470,author_36190,0.375
author_16470,author_38073,0.7
author_16470,author_39079,3.0
author_16470,author_44078,0.14285714285714285
author_16470,author_44744,1.0
author_16470,author_46455,1.0
author_16470,author_48043,3.5
author_16470,author_50554,1.4999999999999998
author_16470,author_50944,0.5
author_16470,author_50947,2.0
author_16470,author_51261,0.25
author_16470,author_52587,0.8333333333333333
author_16470,author_55320,1.4999999999999998
author_16470,author_55736,0.26785714285714285
author_16470,author_60493,1.25
author_16470,author_62681,3.0
author_16470,author_66914,1.25
author_16470,author_112062,0.6666666666666666
author_16471,author_27180,0.5
author_16471,author_50947,1.0
author_16471,author_79506,1.0
author_16478,author_16479,1.0
author_16479,author_28460,1.0
author_16533,author_35156,1.0
author_16533,author_65178,1.0
author_16535,author_56171,0.2857142857142857
author_16535,author_60464,0.2
author_16535,author_70458,0.6523809523809523
author_16535,author_78453,0.2857142857142857
author_16535,author_78454,0.2857142857142857
author_16535,author_84558,1.6523809523809523
author_16535,author_118543,0.2
author_16535,author_118544,0.2
author_16535,author_131666,0.6523809523809523
author_16535,author_131669,0.3666666666666667
author_16535,author_131670,0.6523809523809523
author_16562,author_17971,0.5833333333333333
author_16562,author_40360,0.5833333333333333
author_16562,author_45512,1.0
author_16562,author_48121,0.75
author_16562,author_56597,1.4999999999999998
author_16562,author_57015,0.25
author_16562,author_62831,0.25
author_16562,author_70688,0.9166666666666665
author_16562,author_70690,0.3333333333333333
author_16562,author_169049,0.25
author_16563,author_16564,0.3333333333333333
author_16563,author_16565,0.3333333333333333
author_16563,author_26680,0.5
author_16563,author_26682,0.5
author_16563,author_34270,1.3333333333333333
author_16563,author_51128,0.5
author_16563,author_84116,1.5
author_16564,author_16565,0.3333333333333333
author_16564,author_112112,0.3333333333333333
author_16565,author_19426,0.5
author_16565,author_20436,2.0
author_16565,author_36906,0.5
author_16565,author_37072,1.5833333333333333
author_16565,author_53284,0.5
author_16565,author_53288,0.5
author_16565,author_54141,0.5
author_16565,author_63732,0.25
author_16565,author_67322,0.5
author_16565,author_68077,0.5
author_16565,author_96428,0.5
author_16565,author_96430,0.5
author_16565,author_96432,0.5
author_16565,author_115027,0.25
author_16574,author_19446,0.3333333333333333
author_16574,author_28603,0.5
author_16574,author_29281,1.25
author_16574,author_41009,0.5
author_16574,author_41170,0.8333333333333333
author_16574,author_79727,1.0
author_16574,author_79814,0.5
author_16574,author_79815,0.5
author_16574,author_109279,0.5833333333333333
author_16574,author_119412,0.8333333333333333
author_16579,author_16580,1.5
author_16579,author_32613,0.5
author_16580,author_17574,0.5
author_16580,author_24603,2.0
author_16580,author_32613,1.5
author_16580,author_47013,0.6666666666666666
author_16580,author_88284,2.0
author_16580,author_115022,2.0
author_16580,author_119463,2.0
author_16586,author_19444,0.3333333333333333
author_16586,author_19478,1.0
author_16586,author_21346,0.8333333333333333
author_16586,author_21975,2.5
author_16586,author_24450,0.25
author_16586,author_25370,1.0
author_16586,author_25915,0.25
author_16586,author_30014,0.3333333333333333
author_16586,author_31460,0.5
author_16586,author_31737,0.6666666666666666
author_16586,author_33442,1.3333333333333333
author_16586,author_36686,0.3333333333333333
author_16586,author_36687,0.3333333333333333
author_16586,author_38331,0.3333333333333333
author_16586,author_44276,0.25
author_16586,author_48853,0.3333333333333333
author_16586,author_52981,0.5
author_16586,author_56532,0.3333333333333333
author_16586,author_58284,0.3333333333333333
author_16586,author_62582,0.16666666666666666
author_16586,author_102830,1.0
author_16586,author_114570,0.16666666666666666
author_16586,author_144413,0.5
author_16590,author_18817,0.25
author_16590,author_33442,0.25
author_16616,author_16618,0.2
author_16616,author_16621,0.45
author_16616,author_23323,0.16666666666666666
author_16616,author_46641,0.25
author_16618,author_16621,0.2
author_16618,author_40876,0.14285714285714285
author_16618,author_52851,1.0
author_16618,author_77350,0.14285714285714285
author_16618,author_77353,0.2857142857142857
author_16618,author_77356,0.2857142857142857
author_16618,author_115855,0.14285714285714285
author_16621,author_46641,0.25
author_16622,author_27144,0.25
author_16622,author_27146,0.25
author_16622,author_65044,0.09090909090909091
author_16622,author_73631,0.25
author_16622,author_100974,0.09090909090909091
author_16622,author_110993,0.09090909090909091
author_16622,author_169276,0.09090909090909091
author_16622,author_187778,0.09090909090909091
author_16644,author_82125,0.5
author_16644,author_143374,0.5
author_16668,author_47190,1.3333333333333333
author_16676,author_21263,0.25
author_16676,author_42063,0.25
author_16676,author_124141,0.5
author_16714,author_29970,0.5
author_16764,author_16766,1.0
author_16764,author_58454,2.2
author_16764,author_74773,0.2
author_16784,author_129979,0.5
author_16799,author_17370,1.0
author_16799,author_21005,0.3333333333333333
author_16799,author_23042,0.5
author_16799,author_35666,0.25
author_16799,author_39035,0.16666666666666666
author_16799,author_44254,0.16666666666666666
author_16799,author_49304,0.2
author_16799,author_51608,0.5
author_16799,author_56525,0.5
author_16799,author_91496,0.2
author_16799,author_116548,0.3333333333333333
author_16799,author_116549,0.3333333333333333
author_16799,author_121424,0.2
author_16799,author_122051,0.5
author_16799,author_185158,0.2
author_16799,author_210923,0.2
author_16802,author_30753,0.5
author_16806,author_48625,0.5
author_16811,author_16812,0.5
author_16811,author_34824,0.5357142857142857
author_16811,author_44537,0.39285714285714285
author_16811,author_71909,0.25
author_16812,author_17762,0.25
author_16812,author_95054,0.25
author_16812,author_95056,0.25
author_16812,author_121792,0.3333333333333333
author_16833,author_16835,0.3333333333333333
author_16833,author_40567,0.25
author_16846,author_29029,0.5833333333333333
author_16857,author_53768,1.0
author_16864,author_16865,0.5
author_16864,author_16866,1.0
author_16865,author_16866,0.8333333333333333
author_16865,author_54618,0.3333333333333333
author_16866,author_18818,0.5
author_16866,author_25252,0.5
author_16866,author_25884,0.25
author_16866,author_27779,0.3333333333333333
author_16866,author_43331,0.8333333333333333
author_16866,author_53249,0.8333333333333333
author_16866,author_54618,2.4166666666666665
author_16866,author_76317,1.0
author_16866,author_91492,2.583333333333333
author_16866,author_113700,0.3333333333333333
author_16866,author_114201,0.75
author_16866,author_118130,1.0
author_16870,author_27957,0.8333333333333333
author_16870,author_49367,0.1111111111111111
author_16870,author_49374,0.1111111111111111
author_16881,author_46831,0.3333333333333333
author_16881,author_56829,1.0
author_16881,author_63672,0.25
author_16881,author_75440,0.25
author_16881,author_124473,0.25
author_16881,author_135704,0.75
author_16881,author_137563,0.25
author_16910,author_16911,0.5833333333333333
author_16918,author_16919,0.25
author_16918,author_27811,1.0833333333333333
author_16918,author_91719,0.5833333333333333
author_16918,author_96763,0.3333333333333333
author_16918,author_101295,0.75
author_16918,author_131720,2.0
author_16919,author_23737,0.3333333333333333
author_16926,author_22800,0.2
author_16926,author_26818,0.2
author_16926,author_27030,0.16666666666666666
author_16926,author_43073,0.2
author_16926,author_49395,0.2
author_16926,author_67220,0.16666666666666666
author_16926,author_90341,0.16666666666666666
author_16926,author_116055,0.16666666666666666
author_16929,author_16930,1.0
author_16929,author_29029,0.5
author_16930,author_29029,0.5
author_16930,author_120048,2.0
author_16930,author_152963,0.3333333333333333
author_16938,author_44397,1.0
author_16949,author_20563,0.1111111111111111
author_16949,author_20564,0.058823529411764705
author_16949,author_34343,0.1111111111111111
author_16949,author_34344,0.058823529411764705
author_16949,author_39893,0.058823529411764705
author_16949,author_47166,0.058823529411764705
author_16949,author_85389,0.25
author_16949,author_87092,0.058823529411764705
author_16949,author_87102,0.058823529411764705
author_16949,author_87112,0.058823529411764705
author_16949,author_87120,0.058823529411764705
author_16949,author_107646,0.058823529411764705
author_16949,author_108124,0.25
author_16949,author_108125,0.25
author_16949,author_110868,0.41666666666666663
author_16949,author_110869,0.41666666666666663
author_16949,author_110870,0.41666666666666663
author_16949,author_113655,0.058823529411764705
author_16949,author_113657,0.058823529411764705
author_16949,author_113670,0.058823529411764705
author_16957,author_19520,0.3333333333333333
author_16960,author_16967,0.16666666666666669
author_16960,author_16969,0.06666666666666667
author_16960,author_16970,0.16666666666666669
author_16960,author_64916,0.1
author_16960,author_64920,0.1
author_16960,author_64921,0.1
author_16960,author_102068,0.45
author_16960,author_117082,0.7833333333333333
author_16960,author_117083,0.45
author_16960,author_117084,0.45
author_16967,author_16969,0.06666666666666667
author_16967,author_16970,0.16666666666666669
author_16967,author_64916,0.1
author_16967,author_64920,0.1
author_16967,author_64921,0.1
author_16969,author_16970,0.06666666666666667
author_16969,author_21123,4.75
author_16969,author_22985,0.5
author_16969,author_35810,0.75
author_16969,author_87309,0.5
author_16970,author_64916,0.1
author_16970,author_64920,0.1
author_16970,author_64921,0.1
author_17066,author_21842,0.5
author_17080,author_17081,1.0
author_17080,author_24390,0.1111111111111111
author_17080,author_28516,0.1111111111111111
author_17080,author_30256,0.1111111111111111
author_17080,author_31366,0.1111111111111111
author_17080,author_98059,0.1111111111111111
author_17080,author_110850,0.1111111111111111
author_17080,author_113129,0.1111111111111111
author_17080,author_135930,0.1111111111111111
author_17081,author_21284,0.5
author_17106,author_21343,0.5
author_17106,author_23569,3.0
author_17106,author_25164,0.5
author_17106,author_33690,0.5
author_17106,author_35435,1.5
author_17106,author_36597,1.0
author_17106,author_67262,2.0
author_17106,author_68071,0.5
author_17106,author_68073,0.5
author_17106,author_77649,0.3333333333333333
author_17106,author_82892,1.0
author_17106,author_86501,0.5
author_17106,author_88290,0.5
author_17106,author_90517,0.5
author_17106,author_98183,1.0
author_17106,author_108080,1.0
author_17106,author_117628,4.0
author_17106,author_122938,0.5
author_17106,author_134067,1.0
author_17106,author_158495,0.5
author_17106,author_187669,1.5
author_17111,author_17113,0.5
author_17113,author_17478,0.3333333333333333
author_17113,author_17599,0.3333333333333333
author_17113,author_17604,0.25
author_17113,author_18818,0.3333333333333333
author_17113,author_20533,1.3666666666666667
author_17113,author_20640,1.0
author_17113,author_21670,0.2
author_17113,author_21671,0.2
author_17113,author_21826,0.5333333333333333
author_17113,author_24618,0.3333333333333333
author_17113,author_24623,0.5833333333333333
author_17113,author_26661,1.3333333333333333
author_17113,author_27503,1.5833333333333333
author_17113,author_27553,0.6666666666666666
author_17113,author_27554,0.3333333333333333
author_17113,author_31059,0.8666666666666667
author_17113,author_42638,0.3333333333333333
author_17113,author_51167,0.6666666666666666
author_17113,author_55150,0.9166666666666666
author_17113,author_62855,0.6666666666666666
author_17113,author_67119,0.3333333333333333
author_17121,author_58658,0.2
author_17121,author_64134,0.8666666666666667
author_17121,author_64136,0.2
author_17121,author_78011,0.6666666666666666
author_17123,author_21357,0.25
author_17126,author_29010,0.5
author_17155,author_25573,0.5
author_17165,author_17166,0.25
author_17165,author_17167,0.25
author_17165,author_131185,0.45
author_17165,author_131187,0.8166666666666667
author_17165,author_131188,0.2
author_17165,author_131189,0.8166666666666667
author_17165,author_170026,0.3666666666666667
author_17165,author_215842,0.16666666666666666
author_17166,author_17167,0.25
author_17166,author_25612,0.25
author_17166,author_33550,0.25
author_17167,author_25526,0.25
author_17167,author_25612,1.0
author_17167,author_51878,0.2
author_17167,author_52701,0.25
author_17167,author_58861,0.5666666666666667
author_17167,author_93085,0.16666666666666666
author_17200,author_21428,0.07142857142857142
author_17200,author_21438,0.07142857142857142
author_17200,author_21439,0.07142857142857142
author_17200,author_23158,0.07142857142857142
author_17200,author_28673,0.25
author_17200,author_29701,0.07142857142857142
author_17200,author_37420,0.25
author_17200,author_37422,0.3214285714285714
author_17200,author_37545,0.07142857142857142
author_17200,author_45388,0.07142857142857142
author_17200,author_45397,0.07142857142857142
author_17200,author_52460,0.07142857142857142
author_17200,author_107120,0.07142857142857142
author_17200,author_132865,0.07142857142857142
author_17200,author_145619,0.07142857142857142
author_17201,author_22376,0.125
author_17201,author_24130,0.2
author_17201,author_34357,0.2
author_17201,author_37519,0.125
author_17201,author_37520,0.125
author_17201,author_39974,0.125
author_17201,author_39976,0.125
author_17201,author_39977,0.125
author_17207,author_73723,0.3333333333333333
author_17211,author_17226,0.16666666666666666
author_17211,author_44179,0.16666666666666666
author_17211,author_74027,0.16666666666666666
author_17211,author_74029,0.16666666666666666
author_17213,author_17215,0.2
author_17213,author_17217,0.7263157894736842
author_17213,author_17218,0.24000000000000002
author_17213,author_17219,0.325
author_17213,author_17220,0.2
author_17213,author_20617,0.16666666666666666
author_17213,author_24095,0.09347826086956522
author_17213,author_24152,0.02631578947368421
author_17213,author_29701,0.02631578947368421
author_17213,author_34307,0.125
author_17213,author_37422,0.02631578947368421
author_17213,author_37447,0.02631578947368421
author_17213,author_37449,0.02631578947368421
author_17213,author_45397,0.02631578947368421
author_17213,author_47345,0.16666666666666666
author_17213,author_48456,0.02631578947368421
author_17213,author_48488,0.043478260869565216
author_17213,author_50600,0.5416666666666666
author_17213,author_50833,0.709172932330827
author_17213,author_55231,0.1513157894736842
author_17213,author_56443,0.16666666666666666
author_17213,author_58118,0.26014492753623186
author_17213,author_61985,0.02631578947368421
author_17213,author_68112,0.02631578947368421
author_17213,author_70334,0.2
author_17213,author_73283,0.14285714285714285
author_17213,author_74344,0.6
author_17213,author_74345,0.6
author_17213,author_76826,0.2
author_17213,author_78867,0.05
author_17213,author_78874,0.1513157894736842
author_17213,author_83496,0.04
author_17213,author_87652,0.02631578947368421
author_17213,author_87653,0.02631578947368421
author_17213,author_94103,0.14285714285714285
author_17213,author_94764,0.125
author_17213,author_96780,0.125
author_17213,author_100279,0.265
author_17213,author_100284,0.325
author_17213,author_110886,0.26785714285714285
author_17213,author_110890,0.26785714285714285
author_17213,author_110891,0.26785714285714285
author_17213,author_110892,0.26785714285714285
author_17213,author_112408,0.02631578947368421
author_17213,author_112431,0.02631578947368421
author_17213,author_112432,0.02631578947368421
author_17213,author_131389,0.21666666666666667
author_17213,author_131445,0.09347826086956522
author_17213,author_135256,0.225
author_17213,author_136521,0.04
author_17213,author_136951,0.08333333333333333
author_17213,author_136953,0.5333333333333333
author_17213,author_136956,0.04
author_17213,author_136957,0.04
author_17213,author_136958,0.04
author_17213,author_136959,0.12333333333333332
author_17213,author_150857,0.2
author_17213,author_157357,0.09347826086956522
author_17213,author_157361,0.09347826086956522
author_17213,author_157362,0.09347826086956522
author_17213,author_157363,0.09347826086956522
author_17213,author_157364,0.09347826086956522
author_17213,author_157368,0.09347826086956522
author_17213,author_157371,0.09347826086956522
author_17213,author_162845,0.125
author_17213,author_162851,0.165
author_17213,author_164251,0.12333333333333332
author_17213,author_167328,0.02631578947368421
author_17213,author_185850,0.125
author_17213,author_185854,0.125
author_17215,author_17217,0.2
author_17215,author_17218,0.2
author_17215,author_17219,0.2
author_17215,author_17220,0.2
author_17215,author_20617,0.03225806451612903
author_17215,author_21431,0.03225806451612903
author_17215,author_21433,0.03225806451612903
author_17215,author_23163,0.029418126757516764
author_17215,author_30574,0.03225806451612903
author_17215,author_30647,0.2
author_17215,author_37520,0.014492753623188406
author_17215,author_39556,0.029418126757516764
author_17215,author_40433,0.2
author_17215,author_44945,0.03225806451612903
author_17215,author_45427,0.03225806451612903
author_17215,author_45429,0.03225806451612903
author_17215,author_46231,0.5294181267575168
author_17215,author_53748,0.03225806451612903
author_17215,author_54388,0.34285714285714286
author_17215,author_56397,0.2
author_17215,author_56704,0.03225806451612903
author_17215,author_56709,0.03225806451612903
author_17215,author_58714,0.03225806451612903
author_17215,author_58730,0.03225806451612903
author_17215,author_58732,0.03225806451612903
author_17215,author_58739,0.03225806451612903
author_17215,author_58742,0.03225806451612903
author_17215,author_58744,0.03225806451612903
author_17215,author_58757,0.03225806451612903
author_17215,author_58758,0.03225806451612903
author_17215,author_72429,0.029418126757516764
author_17215,author_78414,0.029418126757516764
author_17215,author_83814,0.27941812675751676
author_17215,author_83816,0.27941812675751676
author_17215,author_83817,0.27941812675751676
author_17215,author_93989,0.029418126757516764
author_17215,author_123838,0.014492753623188406
author_17215,author_146751,0.029418126757516764
author_17215,author_146752,0.029418126757516764
author_17215,author_146755,0.029418126757516764
author_17215,author_146757,0.029418126757516764
author_17215,author_146758,0.029418126757516764
author_17215,author_146759,0.029418126757516764
author_17215,author_146761,0.029418126757516764
author_17215,author_146763,0.029418126757516764
author_17215,author_146764,0.029418126757516764
author_17215,author_146765,0.029418126757516764
author_17215,author_146769,0.029418126757516764
author_17215,author_146770,0.029418126757516764
author_17215,author_146771,0.029418126757516764
author_17215,author_146773,0.029418126757516764
author_17215,author_146774,0.029418126757516764
author_17215,author_146775,0.029418126757516764
author_17215,author_146776,0.029418126757516764
author_17215,author_146779,0.029418126757516764
author_17215,author_146781,0.029418126757516764
author_17215,author_146782,0.029418126757516764
author_17215,author_146783,0.029418126757516764
author_17215,author_146784,0.029418126757516764
author_17215,author_146786,0.029418126757516764
author_17215,author_146787,0.029418126757516764
author_17215,author_146788,0.029418126757516764
author_17215,author_146789,0.029418126757516764
author_17215,author_146790,0.029418126757516764
author_17215,author_146796,0.029418126757516764
author_17215,author_146797,0.029418126757516764
author_17215,author_146799,0.029418126757516764
author_17215,author_146800,0.029418126757516764
author_17215,author_146801,0.029418126757516764
author_17215,author_146802,0.029418126757516764
author_17215,author_146803,0.029418126757516764
author_17215,author_146806,0.029418126757516764
author_17215,author_146807,0.029418126757516764
author_17215,author_146808,0.029418126757516764
author_17215,author_146809,0.029418126757516764
author_17215,author_146810,0.029418126757516764
author_17215,author_146811,0.029418126757516764
author_17215,author_146812,0.029418126757516764
author_17215,author_146813,0.029418126757516764
author_17215,author_146816,0.029418126757516764
author_17217,author_17218,0.2
author_17217,author_17219,0.2
author_17217,author_17220,0.2
author_17217,author_19367,0.3333333333333333
author_17217,author_19368,0.6666666666666666
author_17217,author_21439,0.01818181818181818
author_17217,author_23150,0.01818181818181818
author_17217,author_23151,0.01818181818181818
author_17217,author_23162,0.05555555555555555
author_17217,author_23163,0.05555555555555555
author_17217,author_24152,0.02631578947368421
author_17217,author_28669,0.16666666666666666
author_17217,author_29701,0.02631578947368421
author_17217,author_36380,0.3333333333333333
author_17217,author_37422,0.02631578947368421
author_17217,author_37426,0.01818181818181818
author_17217,author_37447,0.02631578947368421
author_17217,author_37449,0.02631578947368421
author_17217,author_37545,0.01818181818181818
author_17217,author_45054,0.05555555555555555
author_17217,author_45366,0.05555555555555555
author_17217,author_45397,0.02631578947368421
author_17217,author_48456,0.02631578947368421
author_17217,author_50762,0.16666666666666666
author_17217,author_50833,0.02631578947368421
author_17217,author_52452,0.01818181818181818
author_17217,author_54356,0.05555555555555555
author_17217,author_54658,2.0
author_17217,author_55231,0.02631578947368421
author_17217,author_61985,0.02631578947368421
author_17217,author_62893,0.01818181818181818
author_17217,author_65539,0.01818181818181818
author_17217,author_68112,0.02631578947368421
author_17217,author_68410,0.05555555555555555
author_17217,author_78874,0.02631578947368421
author_17217,author_83822,0.05555555555555555
author_17217,author_85407,0.05555555555555555
author_17217,author_87652,0.02631578947368421
author_17217,author_87653,0.02631578947368421
author_17217,author_90251,0.01818181818181818
author_17217,author_90266,0.05555555555555555
author_17217,author_90267,0.05555555555555555
author_17217,author_95918,0.05555555555555555
author_17217,author_95934,0.05555555555555555
author_17217,author_100658,0.01818181818181818
author_17217,author_108802,0.05555555555555555
author_17217,author_110189,0.05555555555555555
author_17217,author_112408,0.02631578947368421
author_17217,author_112431,0.02631578947368421
author_17217,author_112432,0.02631578947368421
author_17217,author_138011,0.01818181818181818
author_17217,author_141252,0.01818181818181818
author_17217,author_146702,0.16666666666666666
author_17217,author_147655,0.01818181818181818
author_17217,author_148041,0.01818181818181818
author_17217,author_148043,0.01818181818181818
author_17217,author_148046,0.01818181818181818
author_17217,author_148050,0.01818181818181818
author_17217,author_148057,0.01818181818181818
author_17217,author_148060,0.01818181818181818
author_17217,author_148066,0.01818181818181818
author_17217,author_148070,0.01818181818181818
author_17217,author_148071,0.01818181818181818
author_17217,author_148074,0.01818181818181818
author_17217,author_148082,0.01818181818181818
author_17217,author_148083,0.01818181818181818
author_17217,author_148085,0.01818181818181818
author_17217,author_148086,0.01818181818181818
author_17217,author_148087,0.01818181818181818
author_17217,author_148088,0.01818181818181818
author_17217,author_148089,0.01818181818181818
author_17217,author_148090,0.01818181818181818
author_17217,author_167328,0.02631578947368421
author_17218,author_17219,0.2
author_17218,author_17220,0.525
author_17218,author_23783,0.125
author_17218,author_50600,0.125
author_17218,author_50833,0.04
author_17218,author_83496,0.04
author_17218,author_100279,0.04
author_17218,author_136521,0.04
author_17218,author_136956,0.04
author_17218,author_136957,0.04
author_17218,author_136958,0.04
author_17218,author_136959,0.04
author_17218,author_162851,0.04
author_17218,author_164251,0.04
author_17219,author_17220,0.2
author_17219,author_50600,0.125
author_17219,author_96780,0.125
author_17219,author_100279,0.125
author_17219,author_100284,0.125
author_17220,author_23783,0.125
author_17220,author_50600,0.125
author_17221,author_17226,0.2
author_17221,author_46305,0.39285714285714285
author_17221,author_64172,0.25
author_17221,author_64173,0.09090909090909091
author_17221,author_70323,0.34090909090909094
author_17221,author_75385,0.25757575757575757
author_17221,author_75386,0.16666666666666666
author_17221,author_75387,0.16666666666666666
author_17221,author_108941,0.25757575757575757
author_17226,author_18577,0.16666666666666666
author_17226,author_20617,0.16666666666666666
author_17226,author_28345,0.07692307692307693
author_17226,author_44179,0.3333333333333333
author_17226,author_44180,0.3333333333333333
author_17226,author_45130,0.08333333333333333
author_17226,author_45425,0.16666666666666666
author_17226,author_45427,0.16666666666666666
author_17226,author_45429,0.16666666666666666
author_17226,author_47339,0.08333333333333333
author_17226,author_48665,0.08333333333333333
author_17226,author_62871,0.07692307692307693
author_17226,author_74027,0.16666666666666666
author_17226,author_74029,0.16666666666666666
author_17226,author_78825,0.07692307692307693
author_17226,author_78830,0.07692307692307693
author_17277,author_17279,0.5
author_17277,author_28600,1.0
author_17277,author_66242,0.8333333333333333
author_17277,author_66244,0.5
author_17277,author_91940,0.3333333333333333
author_17277,author_107829,0.3333333333333333
author_17279,author_21533,0.3333333333333333
author_17279,author_36862,0.3333333333333333
author_17283,author_64130,1.0
author_17283,author_114966,0.3333333333333333
author_17304,author_26727,1.0
author_17304,author_27909,0.5
author_17304,author_65153,0.3333333333333333
author_17304,author_65156,0.3333333333333333
author_17305,author_150375,0.125
author_17341,author_19115,0.5
author_17341,author_35133,0.5
author_17341,author_41100,0.5
author_17370,author_122051,0.5
author_17401,author_17402,0.5
author_17401,author_17403,1.0
author_17402,author_17403,2.5
author_17402,author_35782,1.5
author_17407,author_40031,0.5
author_17407,author_63005,1.0
author_17407,author_127034,1.5
author_17411,author_17413,0.6666666666666666
author_17411,author_17414,0.6666666666666666
author_17413,author_17414,0.6666666666666666
author_17414,author_33073,0.8333333333333333
author_17414,author_33076,0.3333333333333333
author_17414,author_34770,0.3333333333333333
author_17414,author_40605,1.3333333333333333
author_17423,author_30277,0.3333333333333333
author_17423,author_43510,0.5
author_17423,author_45507,0.3333333333333333
author_17423,author_47681,1.1166666666666665
author_17423,author_71866,1.3166666666666667
author_17423,author_79244,0.2
author_17423,author_116887,0.2
author_17423,author_126073,1.0
author_17423,author_126074,1.0
author_17423,author_143334,0.25
author_17423,author_166342,0.5
author_17426,author_17427,2.0
author_17426,author_22990,0.5
author_17426,author_61092,0.5
author_17426,author_69449,0.5
