Year,CommunityID,Size,Avg_Degree,Avg_Weighted_Degree,Avg_Citations_Per_Paper,Total_Citations,Paper_Count
2023,48,23,2.9565,1.7101,16.8571,590,35
2023,49,69,4.1449,3.6402,25.1543,4402,175
2023,50,66,4.3182,2.8446,75.3469,11076,147
2023,51,112,4.8393,3.0258,46.0145,12654,275
2023,52,28,3.7857,2.2026,31.6129,1960,62
2023,53,58,4.1552,2.4267,60.124,7275,121
2023,54,69,5.7536,4.3067,24.1905,5080,210
2023,55,36,4.5,4.588,12.4095,1303,105
2023,56,139,4.7626,3.5566,32.6055,10662,327
2023,57,20,2.85,3.3875,24.5962,1279,52
2023,58,94,5.5957,3.9396,77.1799,18446,239
2023,59,84,5.1905,3.2479,85.3093,20133,236
2023,60,102,4.902,4.5025,16.9833,5078,299
2023,61,76,4.2763,2.3246,18.1963,2966,163
2023,62,112,5.75,3.1069,21.5822,4856,225
2023,63,105,5.7714,3.8594,39.7054,9569,241
2023,64,63,4.0794,1.8791,8.28,828,100
2023,65,124,3.7258,2.4035,63.6812,13182,207
2023,66,18,2.5556,1.7685,23.0,713,31
2023,67,34,3.7941,2.202,33.9138,1967,58
2023,68,110,4.5455,2.2393,22.7344,4365,192
2023,69,29,5.1034,2.8228,39.2632,1492,38
2023,70,49,5.0816,3.4359,71.0155,9161,129
2023,71,41,6.6585,3.6638,19.7391,1362,69
2023,72,86,5.7907,3.4725,32.8883,6479,197
2023,73,93,4.7204,2.1542,49.9722,7196,144
2023,74,46,6.5,4.2181,22.7679,2550,112
2023,75,37,5.7838,3.6207,102.2754,7057,69
2023,76,32,3.7812,2.3016,48.42,2421,50
2023,77,83,6.3614,3.1224,43.4731,7260,167
2023,78,27,3.7407,2.3451,14.119,593,42
2023,79,103,4.8544,2.265,53.7455,8868,165
2023,80,23,5.5652,2.1937,31.9412,1086,34
2023,81,113,5.1947,3.0176,17.9381,4054,226
2023,82,37,3.8378,2.8553,22.3977,1971,88
2023,83,95,5.6316,3.2314,21.9005,4183,191
2023,84,55,4.0364,2.4106,42.3077,3300,78
2023,85,28,4.4286,3.469,25.0,1500,60
2023,86,10,2.4,2.4667,31.44,786,25
2023,87,33,4.2121,2.1682,29.5493,2098,71
2023,88,26,2.9231,2.3846,47.3261,2177,46
2024,1,56,6.4464,1.7595,27.3385,1777,65
2024,2,69,4.942,3.6917,17.3091,3808,220
2024,3,499,5.2946,4.3443,21.5418,31451,1460
2024,4,92,4.8804,4.5191,22.3365,7036,315
2024,5,181,4.0221,3.7165,35.0807,20873,595
2024,6,149,4.5436,2.3336,29.1608,7436,255
2024,7,139,4.5036,2.6499,19.1219,5335,279
2024,8,120,3.1833,2.7928,10.0055,3612,361
2024,9,83,3.9518,3.1052,15.2981,4054,265
2024,10,251,5.8685,5.6175,56.7488,46534,820
2024,11,161,4.1429,3.0989,41.3629,16297,394
2024,12,230,4.7913,3.5939,24.0693,16680,693
2024,13,142,4.7183,4.0997,18.5902,9890,532
2024,14,76,4.3421,3.0448,12.7128,2390,188
2024,15,605,7.2099,3.9205,26.3301,38284,1454
2024,16,149,5.8456,3.9757,35.8393,14049,392
2024,17,142,5.0775,1.8052,36.9246,7348,199
2024,18,172,7.6221,1.7113,30.2488,6322,209
2024,19,310,6.6613,5.0484,24.9662,22869,916
2024,20,155,4.9419,5.3698,38.8772,22471,578
2024,21,70,3.7143,2.3709,30.0432,4867,162
2024,22,72,4.2917,4.5576,19.7834,6212,314
2024,23,17,5.1765,2.7079,14.1739,652,46
2024,24,124,4.8306,2.9944,24.8327,6978,281
2024,25,57,3.9298,2.5984,12.4451,2265,182
2024,26,290,5.5931,3.5652,18.4895,12351,668
2024,27,147,4.1429,3.0072,15.6207,4983,319
2024,28,698,10.0573,2.6761,57.5337,75024,1304
2024,29,51,3.7451,2.6863,37.64,3764,100
2024,30,876,6.0479,3.8114,52.2327,105040,2011
2024,31,2043,14.4567,2.2959,35.1145,71458,2035
2024,32,17,3.4706,2.5176,29.6471,1008,34
2024,33,138,4.7609,2.4049,17.2618,4022,233
2024,34,202,6.9356,3.8246,48.0729,23748,494
2024,35,124,4.5645,2.9751,50.0363,15161,303
2024,36,98,4.2857,2.2756,35.6882,6638,186
2024,37,365,5.5233,3.5839,66.5439,65945,991
2024,38,34,6.2647,4.4672,16.3971,1115,68
2024,39,369,7.0569,4.3917,50.7194,48082,948
2024,40,284,6.9366,3.8427,59.4341,38335,645
2024,41,277,5.8881,4.0585,75.6237,58079,768
2024,42,49,6.1224,2.1505,15.7059,1335,85
2024,43,235,5.0851,2.5164,23.9474,9555,399
2024,44,35,3.4286,2.7976,39.5432,3203,81
2024,45,70,6.0,3.191,73.3464,13129,179
2024,46,217,6.0691,3.7182,43.5844,24015,551
2024,47,205,7.1659,4.1231,63.5096,36518,575
2024,48,78,5.3205,3.5049,52.5378,11821,225
2024,49,584,6.25,2.6676,36.8617,32254,875
2024,50,87,7.3793,4.3819,93.0806,23084,248
2024,51,23,2.9565,1.7101,16.3889,590,36
2024,52,70,4.1429,3.6382,24.5667,4422,180
2024,53,42,3.881,3.1159,22.2929,2207,99
2024,54,114,4.9211,3.02,68.7846,17884,260
2024,55,48,4.1042,2.3604,39.4907,4265,108
2024,56,168,4.756,3.0214,18.2282,6471,355
2024,57,36,3.6667,2.4544,48.3085,4541,94
2024,58,229,6.3188,4.0672,62.8226,37882,603
2024,59,104,5.4904,3.4157,68.7672,15954,232
2024,60,160,6.0,3.6544,27.3458,11704,428
2024,61,91,4.2967,2.9807,23.0577,4796,208
2024,62,116,4.8362,1.7513,23.5449,4191,178
2024,63,39,4.1795,2.7073,36.3538,2363,65
2024,64,50,5.06,2.508,19.0,1615,85
2024,65,39,5.0256,4.4979,11.8909,1308,110
2024,66,46,5.8913,4.036,38.7757,4149,107
2024,67,56,4.0,2.6565,148.0903,21325,144
2024,68,20,2.85,3.3875,24.5962,1279,52
2024,69,58,4.0517,3.3187,10.7327,2168,202
2024,70,76,6.2632,3.4884,72.7803,16230,223
2024,71,238,4.6639,5.1396,41.0446,33123,807
2024,72,110,5.1,4.7463,15.0559,4848,322
2024,73,44,5.6818,2.5259,57.301,5902,103
2024,74,95,4.2,2.2653,18.9227,3917,207
2024,75,127,5.4882,3.1062,24.2545,6670,275
2024,76,113,5.5044,3.5174,53.9674,14895,276
2024,77,56,4.7321,1.9873,45.2561,3711,82
2024,78,47,3.6383,2.7041,17.5652,2020,115
2024,79,57,3.5439,2.237,34.9008,4223,121
2024,80,128,5.5781,3.6377,24.695,6396,259
2024,81,68,4.1029,1.9346,7.6126,845,111
2024,82,143,3.6643,2.0796,48.2704,11247,233
2024,83,59,6.2034,3.2047,43.7153,5989,137
2024,84,20,2.8,2.0417,21.9697,725,33
2024,85,34,3.7941,2.2137,33.05,1983,60
2024,86,29,5.1379,2.825,39.2632,1492,38
2024,87,25,3.52,1.6027,30.7667,923,30
2024,88,57,6.1754,4.0526,36.876,4757,129
2024,89,16,3.625,1.2158,56.5789,1075,19
2024,90,64,3.875,2.0012,40.5618,3610,89
2024,91,98,6.0408,3.5807,32.5905,7561,232
2024,92,26,4.3077,1.5873,7.75,248,32
2024,93,47,4.5532,1.378,37.0896,2485,67
2024,94,44,5.2955,2.557,32.5082,1983,61
2024,95,98,5.2245,3.4765,41.5045,9214,222
2024,96,40,5.925,4.2356,65.1863,6649,102
2024,97,35,6.2,3.8495,104.8209,7023,67
2024,98,79,4.1139,2.4447,35.6364,5096,143
2024,99,15,4.8667,1.2605,21.5667,647,30
2024,100,28,3.8214,2.7256,13.2174,608,46
2024,101,64,5.7031,1.9958,41.8831,3225,77
2024,102,17,2.5882,2.1373,29.2308,760,26
2024,103,23,5.6087,2.2046,31.0286,1086,35
2024,104,99,6.7273,5.7196,28.4142,7615,268
2024,105,53,4.2075,2.3978,39.987,3079,77
2024,106,62,4.7742,2.3844,25.9406,2620,101
2024,107,32,4.3125,3.6729,21.5417,1551,72
2024,108,79,6.5443,3.643,20.6879,3579,173
2024,109,39,6.2051,2.3766,28.6986,2095,73
2024,110,59,3.8983,2.5295,61.959,7559,122
2024,111,10,2.4,2.4667,31.44,786,25
2024,112,17,3.3529,1.5333,10.28,257,25
2024,113,20,9.35,1.0559,18.3333,165,9
2024,114,26,2.9615,2.3923,46.383,2180,47
2024,115,19,5.6842,2.4287,9.0417,217,24
2024,116,34,3.8529,2.0613,42.12,2106,50
2024,117,13,2.6923,0.8839,16.1176,274,17
2024,118,8,3.5,0.9524,56.8571,398,7
2024,119,14,4.2857,1.5704,19.5385,254,13
2025,1,82,4.3293,2.9785,12.4877,2535,203
2025,2,56,6.6071,1.6409,31.1475,1900,61
2025,3,79,5.0127,2.9681,14.4231,2625,182
2025,4,283,5.6431,4.9069,14.9881,11301,754
2025,5,316,4.8639,4.4154,34.8855,35339,1013
2025,6,77,5.0779,4.8602,19.844,5596,282
2025,7,159,4.1635,3.9398,31.1154,16989,546
2025,8,120,4.7083,1.8994,24.1488,4057,168
2025,9,149,4.5168,2.8681,15.4613,4793,310
2025,10,158,3.481,2.8542,9.7394,4597,472
2025,11,134,5.4104,3.4402,14.2432,6324,444
2025,12,464,5.903,3.6401,64.9344,83116,1280
2025,13,162,4.2037,3.1209,39.4813,15832,401
2025,14,400,4.8975,3.3461,25.0683,27174,1084
2025,15,78,4.2564,2.668,114.8168,23193,202
2025,16,145,4.6207,4.0996,17.9563,9858,549
2025,17,116,4.4569,3.3457,14.5672,5419,372
2025,18,267,6.2959,3.9864,33.7865,23110,684
2025,19,154,5.0844,1.7506,31.75,6731,212
2025,20,91,9.9341,1.8241,25.8333,2945,114
2025,21,1005,5.9831,5.2009,37.8531,112878,2982
2025,22,24,4.25,4.0827,20.2212,2103,104
2025,23,62,4.4516,2.0535,50.9412,5196,102
2025,24,382,8.2147,4.2356,21.7171,20110,926
2025,25,70,3.7143,2.3709,29.6768,4867,164
2025,26,86,4.1395,4.367,21.5112,7701,358
2025,27,65,3.9538,2.7201,11.6378,2281,196
2025,28,336,6.0179,3.7417,15.3037,12044,787
2025,29,184,4.4076,2.8828,15.2561,5660,371
2025,30,89,4.8989,3.2202,58.0173,13402,231
2025,31,51,3.7451,2.7255,37.2673,3764,101
2025,32,91,6.7363,3.2327,22.0432,3064,139
2025,33,72,6.4861,2.6823,36.7679,4118,112
2025,34,39,3.5897,3.3966,32.5355,5043,155
2025,35,83,4.4217,2.3356,16.0719,2234,139
2025,36,66,5.6818,3.1594,71.0613,11583,163
2025,37,135,4.5481,2.8904,49.7006,16103,324
2025,38,104,4.25,2.3212,36.33,7266,200
2025,39,906,6.1446,3.8557,50.0531,105612,2110
2025,40,579,10.7012,2.7301,54.6531,64436,1179
2025,41,37,6.1351,4.2491,15.7606,1119,71
2025,42,33,5.0909,2.3465,44.26,2213,50
2025,43,261,7.0153,4.0001,46.2248,30231,654
2025,44,23,2.7826,2.3377,13.0185,703,54
2025,45,22,3.4091,1.9078,10.7632,409,38
2025,46,220,6.3273,3.8838,52.0384,31171,599
2025,47,60,3.6833,3.2042,41.3818,6828,165
2025,48,202,6.0396,4.3013,77.9324,46136,592
2025,49,161,7.8385,4.2819,64.796,29223,451
2025,50,117,5.4701,2.9478,11.931,3806,319
2025,51,77,5.4416,3.6089,51.8158,11814,228
2025,52,667,6.6762,2.7141,33.4411,31769,950
2025,53,442,7.405,4.4857,49.9476,57240,1146
2025,54,969,16.3767,2.4565,36.2895,38612,1064
2025,55,161,6.3043,3.7937,66.6443,26791,402
2025,56,23,2.9565,1.7275,15.9459,590,37
2025,57,73,4.0959,3.5594,23.9027,4422,185
2025,58,146,4.4658,3.4237,34.9265,11875,340
2025,59,92,4.0,2.6057,39.1302,7513,192
2025,60,64,5.625,4.0044,35.381,5201,147
2025,61,131,4.7328,3.0236,37.815,12063,319
2025,62,178,7.3876,1.9362,31.1045,8927,287
2025,63,44,3.4545,2.0873,26.0577,2710,104
2025,64,217,6.5484,4.184,59.4803,34677,583
2025,65,154,5.8961,3.1305,19.8679,6318,318
2025,66,160,5.4062,3.2819,59.3178,20346,343
2025,67,77,6.013,4.4776,22.836,5709,250
2025,68,32,4.4062,3.1302,14.5763,860,59
2025,69,52,6.6538,1.8563,49.6034,2877,58
2025,70,475,17.1116,2.494,31.6823,15556,491
2025,71,128,4.8516,1.7444,22.1675,4234,191
2025,72,41,4.1707,2.6687,35.803,2363,66
2025,73,39,5.0256,4.5491,11.7838,1308,111
2025,74,41,6.1463,4.3229,40.4948,3928,97
2025,75,20,2.85,3.3875,24.5962,1279,52
2025,76,89,5.3371,3.1915,77.433,15022,194
2025,77,124,5.1452,4.7981,13.0804,4879,373
2025,78,80,4.2625,2.4434,16.9091,2976,176
2025,79,51,4.1569,3.5997,32.1849,3830,119
2025,80,127,5.6457,3.5532,49.7811,14785,297
2025,81,147,5.415,2.9709,17.757,5043,284
2025,82,70,3.7714,2.3311,30.9635,4242,137
2025,83,60,4.35,2.0515,6.8544,706,103
2025,84,23,2.8696,1.6692,11.7297,434,37
2025,85,359,5.1671,2.2098,33.9165,19095,563
2025,86,143,6.0979,3.3911,32.7438,10478,320
2025,87,104,3.9615,2.5938,59.918,10965,183
2025,88,28,3.5357,1.3284,29.9677,929,31
2025,89,20,2.8,2.0417,21.9697,725,33
2025,90,29,3.3448,2.4656,52.7213,3216,61
2025,91,49,4.3673,1.748,37.4595,2772,74
2025,92,94,11.6915,1.677,27.0,2754,102
2025,93,121,5.2975,2.4627,17.7847,3717,209
2025,94,32,5.5312,2.831,38.2564,1492,39
2025,95,93,8.3763,1.81,40.8468,4534,111
2025,96,79,5.4177,3.813,53.595,10719,200
2025,97,22,3.5455,2.4702,20.4286,1001,49
2025,98,23,3.5217,1.5645,28.9286,810,28
2025,99,186,12.9355,2.4248,35.0,8435,241
2025,100,26,3.3846,1.1104,31.2105,1186,38
2025,101,13,4.0,2.141,66.0,1188,18
2025,102,26,4.3077,1.5873,7.75,248,32
2025,103,48,4.5,1.3612,36.5588,2486,68
2025,104,44,5.2955,2.557,32.5082,1983,61
2025,105,111,5.009,3.1597,32.8289,7485,228
2025,106,34,6.3529,3.948,104.4394,6893,66
2025,107,57,4.2105,2.2564,31.2697,2783,89
2025,108,157,4.8344,3.0294,14.3583,4609,321
2025,109,33,3.9091,2.6207,56.3158,4280,76
2025,110,51,3.902,1.9714,33.0,2442,74
2025,111,28,3.8214,2.7256,13.2174,608,46
2025,112,61,5.0,1.4841,20.1918,1474,73
2025,113,56,5.9643,2.0186,47.9167,2875,60
2025,114,15,2.7333,2.1889,30.9583,743,24
2025,115,12,4.9167,1.6922,31.381,659,21
2025,116,23,5.6087,2.2046,31.0286,1086,35
2025,117,51,4.3922,2.5556,37.0886,2930,79
2025,118,67,4.7463,2.4005,25.1923,2620,104
2025,119,32,4.375,3.7667,20.9595,1551,74
2025,120,101,6.2475,3.6959,17.2087,3958,230
2025,121,21,4.8571,1.1637,31.8261,732,23
2025,122,48,4.6042,3.116,26.1172,3343,128
2025,123,20,4.2,2.4558,41.5714,1455,35
2025,124,42,8.1429,2.9157,145.5769,11355,78
2025,125,59,3.9661,2.5945,59.9921,7559,126
2025,126,17,3.3529,1.8172,12.6154,328,26
2025,127,10,2.4,2.4667,31.44,786,25
2025,128,15,4.4,1.6299,13.1111,236,18
2025,129,20,9.35,1.0559,18.3333,165,9
2025,130,13,2.6923,0.8839,16.1176,274,17
2025,131,25,5.08,1.715,12.0,240,20
2025,132,8,3.5,0.9524,56.8571,398,7
2025,133,22,5.3636,1.8301,21.8519,590,27
2025,134,14,4.2857,1.5704,19.5385,254,13
2025,135,28,3.5357,1.1149,8.102,397,49
