Year,CommunityID,Size,Avg_Degree,Avg_Weighted_Degree,Avg_Citations_Per_Paper,Total_Citations,Paper_Count
2018,63,241,10.971,2.5297,44.6717,11838,265
2018,64,76,5.7105,2.7596,65.304,8163,125
2018,65,25,4.32,1.7608,40.7143,1425,35
2018,66,25,4.12,4.0067,14.6957,1014,69
2018,67,30,5.7667,4.3465,46.623,2844,61
2018,68,54,3.6667,3.3642,21.8102,2988,137
2018,69,29,3.5517,3.4943,47.2727,3120,66
2018,70,43,3.8605,3.507,30.9143,3246,105
2018,71,29,4.4483,1.9807,61.0682,2687,44
2018,72,72,5.6111,3.458,51.0305,6685,131
2018,73,31,2.9355,2.1882,63.5765,5404,85
2018,74,46,5.1304,3.2361,16.1066,1965,122
2018,75,20,4.0,3.4292,13.6346,709,52
2018,76,114,9.1404,2.1889,48.2164,8245,171
2018,77,39,3.4872,2.4363,225.6506,18729,83
2018,78,23,3.5217,3.4326,65.0588,4424,68
2018,79,25,3.76,2.6733,25.1429,1232,49
2018,80,16,4.75,3.5094,20.6667,682,33
2018,81,20,4.95,2.99,46.1613,1431,31
2018,82,12,3.5833,4.0,22.5476,947,42
2018,83,18,6.5,2.5217,36.7027,1358,37
2018,84,14,3.0,1.489,36.3784,1346,37
2018,85,14,3.6429,3.119,98.4359,3839,39
2018,86,83,5.7108,2.3522,51.2075,5428,106
2018,87,53,4.6415,1.9751,26.8209,1797,67
2018,88,32,6.8125,2.026,63.5714,2225,35
2018,89,63,8.8571,1.3708,53.0602,4404,83
2018,90,31,8.5161,1.7812,31.4062,1005,32
2018,91,34,5.0294,8.1676,37.7826,4345,115
2018,92,20,4.25,1.89,38.3448,1112,29
2018,93,33,3.8182,1.7133,64.04,3202,50
2018,94,35,6.8,1.2732,63.0741,1703,27
2018,95,20,3.9,2.7708,26.9048,1130,42
2018,96,16,5.4375,1.2864,38.625,618,16
2018,97,20,4.3,3.2583,35.7143,1750,49
2018,98,34,4.6765,1.1195,43.9512,1802,41
2019,1,271,4.9889,3.7568,19.9678,13039,653
2019,2,154,4.3506,3.2192,35.7961,14748,412
2019,3,79,4.6203,4.0979,19.8922,4615,232
2019,4,55,3.2364,3.2276,19.6198,3767,192
2019,5,73,3.0548,2.976,14.6476,3325,227
2019,6,117,3.6667,2.4887,19.4671,6502,334
2019,7,89,4.7865,2.6397,48.5882,7434,153
2019,8,80,3.325,2.5208,43.1333,7764,180
2019,9,99,5.404,3.448,33.0899,9199,278
2019,10,54,3.2037,2.4141,34.1429,3824,112
2019,11,109,4.8073,3.5165,30.2892,11207,370
2019,12,43,3.3721,3.1202,15.3545,1689,110
2019,13,97,4.3608,3.0228,28.4086,7301,257
2019,14,105,3.781,3.1218,25.3282,6636,262
2019,15,300,5.71,4.4625,45.0803,40978,909
2019,16,116,5.8362,1.7924,52.6519,7108,135
2019,17,86,10.0116,1.7262,48.8068,4295,88
2019,18,522,5.8199,5.3642,50.1812,87215,1738
2019,19,23,2.913,4.1957,20.5444,1849,90
2019,20,86,4.8721,5.4868,40.0387,11371,284
2019,21,151,4.0728,3.6071,20.7399,8213,396
2019,22,56,4.1786,3.7245,37.831,5372,142
2019,23,18,2.4444,2.1944,9.8194,707,72
2019,24,126,5.2857,3.3041,23.4746,6925,295
2019,25,72,4.25,2.9764,98.8912,14537,147
2019,26,46,4.413,2.9257,68.6757,7623,111
2019,27,59,6.2712,2.5627,44.3371,3946,89
2019,28,67,5.7313,3.1089,21.25,2890,136
2019,29,54,3.7593,2.6791,67.6912,9206,136
2019,30,108,4.9907,3.9944,101.2724,29369,290
2019,31,30,3.2333,2.45,36.8082,2687,73
2019,32,67,4.6567,3.6632,61.1792,10584,173
2019,33,236,4.8941,3.1279,106.7364,57104,535
2019,34,247,4.664,3.5307,90.5265,58118,642
2019,35,127,4.2992,2.7905,87.0649,22811,262
2019,36,20,5.85,4.45,19.225,769,40
2019,37,122,4.623,2.983,76.2366,21270,279
2019,38,23,4.2174,4.6341,92.8442,7149,77
2019,39,240,5.5875,3.5326,93.4953,50207,537
2019,40,77,4.8052,2.6264,38.3178,4943,129
2019,41,60,4.1333,3.0764,69.9935,10779,154
2019,42,179,4.4469,3.4302,60.8306,25853,425
2019,43,229,4.9258,3.4644,64.3203,31324,487
2019,44,13,2.7692,2.2051,69.3333,1664,24
2019,45,34,3.5882,1.9043,33.5484,2080,62
2019,46,215,6.8651,4.2161,80.7621,41754,517
2019,47,473,12.9429,2.3122,53.2766,27544,517
2019,48,47,5.2766,4.2547,111.2239,14904,134
2019,49,49,4.0612,4.1532,29.3741,4083,139
2019,50,44,5.0682,3.9273,56.2211,5341,95
2019,51,48,3.9583,2.5774,63.3578,6906,109
2019,52,36,3.25,1.7497,43.7727,2889,66
2019,53,55,4.0182,2.0926,45.3708,4038,89
2019,54,10,2.7,1.3867,30.3846,395,13
2019,55,30,3.0667,1.9161,61.0909,4704,77
2019,56,27,4.8519,3.6846,124.9868,9499,76
2019,57,77,4.0519,3.2719,54.8705,10590,193
2019,58,49,2.9592,3.6006,23.9176,4353,182
2019,59,49,3.7959,2.6599,49.0588,5004,102
2019,60,32,4.1562,2.9097,78.9589,5764,73
2019,61,59,3.8305,2.6376,85.3469,8364,98
2019,62,40,4.325,1.6427,47.371,2937,62
2019,63,44,3.6818,2.7242,104.3069,10535,101
2019,64,259,11.0347,2.513,42.7562,12100,283
2019,65,83,6.253,2.9976,54.3623,7502,138
2019,66,29,4.3793,4.3069,13.4756,1105,82
2019,67,45,5.4889,3.9569,55.5851,5225,94
2019,68,79,4.1266,3.2954,53.9532,9226,171
2019,69,18,2.7778,3.0833,27.0233,1162,43
2019,70,86,3.8488,3.424,33.5854,6885,205
2019,71,21,4.6667,1.9063,56.2,1686,30
2019,72,32,4.5312,2.0554,62.7778,2825,45
2019,73,118,6.3305,3.1182,50.7081,9381,185
2019,74,32,2.9688,2.276,62.2472,5540,89
2019,75,71,5.169,3.6212,41.5862,6030,145
2019,76,129,9.3876,2.1356,47.6845,8917,187
2019,77,39,4.8974,2.7839,40.4068,2384,59
2019,78,29,4.0,1.9713,319.0345,18504,58
2019,79,20,3.7,3.7975,64.9649,3703,57
2019,80,27,4.1481,2.8951,25.5893,1433,56
2019,81,20,4.95,3.04,44.303,1462,33
2019,82,51,3.7843,3.3088,60.4018,6765,112
2019,83,20,6.5,2.5145,34.4878,1414,41
2019,84,27,3.8148,2.3685,104.549,5332,51
2019,85,15,3.5333,1.5453,36.475,1459,40
2019,86,15,3.6667,3.0111,92.3333,3878,42
2019,87,103,5.7767,2.5204,46.3696,6399,138
2019,88,55,4.6545,1.9911,26.2361,1889,72
2019,89,91,7.8132,1.3749,45.1393,5507,122
2019,90,22,5.1818,2.003,36.1111,975,27
2019,91,40,8.0,1.8556,36.1429,1518,42
2019,92,25,5.36,10.988,36.6759,3961,108
2019,93,25,4.04,1.984,36.359,1418,39
2019,94,36,6.6667,1.2517,61.1071,1711,28
2019,95,44,4.4773,2.4981,24.5217,1692,69
2019,96,17,5.2353,1.2276,37.4118,636,17
2019,97,25,4.32,3.4667,34.6667,2080,60
2019,98,14,4.0,1.7915,128.1176,2178,17
2019,99,23,4.2609,1.6879,31.5,1008,32
2019,100,35,4.7714,1.1482,41.0,1845,45
2019,101,17,3.0,3.1137,28.35,1134,40
2019,102,20,4.05,1.8718,42.3226,1312,31
2019,103,22,5.9091,2.9202,18.4545,609,33
2019,104,8,3.75,1.9542,15.4545,170,11
2020,1,217,4.6866,3.2882,21.8429,12516,573
2020,2,179,5.7263,4.7733,16.586,7812,471
2020,3,139,4.5036,3.4179,35.0051,13827,395
2020,4,62,4.7742,4.5839,20.5742,4300,209
2020,5,116,3.9397,3.7418,22.3073,9146,410
2020,6,334,6.3473,3.9061,39.1028,33081,846
2020,7,85,2.9765,2.9841,13.7922,3517,255
2020,8,79,4.0127,2.936,23.0411,5046,219
2020,9,47,3.7447,2.3628,62.5588,6381,102
2020,10,84,3.3333,2.5794,43.1543,8113,188
2020,11,212,4.1368,3.0684,27.5857,15448,560
2020,12,54,3.2037,2.5342,36.0932,4259,118
2020,13,60,4.4833,3.5476,38.8375,9321,240
2020,14,44,3.5,3.3144,15.2941,1820,119
2020,15,103,4.0,3.2988,21.9211,5831,266
2020,16,121,5.7686,1.8032,49.8552,7229,145
2020,17,135,8.6444,1.8431,36.6194,5676,155
2020,18,527,6.2751,5.438,51.0272,86287,1691
2020,19,41,3.4878,3.403,22.8824,3112,136
2020,20,145,4.8345,6.0144,42.3115,24583,581
2020,21,77,3.4286,2.4369,29.7168,5141,173
2020,22,73,3.5616,2.3154,17.7865,3415,192
2020,23,68,4.4265,3.5105,35.3,5648,160
2020,24,33,3.4545,2.5354,14.8992,1922,129
2020,25,18,2.7778,4.3889,33.4912,1909,57
2020,26,158,5.5,3.6415,20.4058,7693,377
2020,27,69,3.6522,2.7476,70.6974,10746,152
2020,28,93,4.4624,3.1842,78.4916,18681,238
2020,29,94,3.9894,2.2128,35.4233,6695,189
2020,30,125,5.064,3.3511,52.5382,13082,249
2020,31,59,6.3559,2.6158,42.4222,3818,90
2020,32,59,4.7119,6.4678,35.0233,6024,172
2020,33,177,5.0904,3.9728,110.9193,53574,483
2020,34,90,4.6778,4.192,23.7527,6532,275
2020,35,66,4.9091,3.8096,59.2033,10775,182
2020,36,295,4.6136,3.4837,86.1022,61477,714
2020,37,189,5.0794,2.7577,82.7679,32445,392
2020,38,20,5.95,4.82,18.2791,786,43
2020,39,179,6.8268,4.2926,76.2814,32801,430
2020,40,223,5.3094,3.3236,91.4455,50295,550
2020,41,258,5.9496,3.7828,79.8058,46447,582
2020,42,96,4.7292,3.6341,71.8112,17881,249
2020,43,52,4.9808,3.011,110.47,11047,100
2020,44,113,4.4779,2.46,42.4824,8454,199
2020,45,114,5.2456,3.9506,58.1453,17211,296
2020,46,242,5.3223,3.7481,59.5055,32490,546
2020,47,51,3.9412,3.3268,47.292,6479,137
2020,48,43,4.093,1.9275,33.3857,2337,70
2020,49,530,13.4868,2.3856,50.5722,29433,582
2020,50,143,6.049,3.7103,61.9674,20883,337
2020,51,109,5.0734,3.684,85.4851,22910,268
2020,52,59,3.8475,2.0329,41.5914,3868,93
2020,53,52,4.0385,4.0098,28.6395,4210,147
2020,54,118,4.1441,2.7579,65.8812,17195,261
2020,55,23,3.6522,2.287,41.5581,1787,43
2020,56,48,4.25,1.683,45.3846,4130,91
2020,57,23,3.6522,1.8829,34.2157,1745,51
2020,58,24,3.5833,1.7145,83.5938,2675,32
2020,59,104,4.8462,3.0958,92.6792,24560,265
2020,60,27,3.037,1.9438,51.4429,3601,70
2020,61,65,3.8308,2.6121,83.875,9394,112
2020,62,81,4.2222,2.7654,29.0424,4792,165
2020,63,274,10.8358,2.5529,42.2516,13267,314
2020,64,76,6.7763,3.0911,56.8361,6934,122
2020,65,33,4.4545,4.4596,13.5326,1245,92
2020,66,133,4.8496,3.6556,42.586,13372,314
2020,67,63,4.1429,2.586,176.9237,23177,131
2020,68,19,2.8947,3.1447,27.75,1221,44
2020,69,50,4.1,2.6205,89.0556,9618,108
2020,70,46,4.2391,3.033,77.3939,7662,99
2020,71,46,3.7174,3.1366,38.4434,4075,106
2020,72,31,4.5806,1.7645,46.7561,1917,41
2020,73,56,4.3929,3.6863,28.9786,4057,140
2020,74,33,4.5152,2.1446,59.7917,2870,48
2020,75,38,3.1316,2.157,60.5833,5816,96
2020,76,104,5.375,3.5376,19.8455,4882,246
2020,77,51,4.5882,3.0743,77.1145,10102,131
2020,78,37,3.7568,2.9518,90.9362,8548,94
2020,79,172,9.3198,2.0719,46.9333,10560,225
2020,80,36,4.3056,2.4204,20.3333,1220,60
2020,81,24,3.9167,3.5118,63.5246,3875,61
2020,82,14,3.7857,1.3459,64.25,1028,16
2020,83,36,4.0833,2.7037,22.1765,1508,68
2020,84,30,5.1,2.689,41.9211,1593,38
2020,85,23,3.7826,2.9275,33.6071,1882,56
2020,86,41,5.4878,3.2502,28.4559,1935,68
2020,87,23,3.8261,2.1703,48.7059,1656,34
2020,88,18,4.2778,2.9889,86.1277,4048,47
2020,89,48,6.2292,2.9877,57.6207,5013,87
2020,90,52,6.6731,2.4085,32.9508,2010,61
2020,91,17,3.1765,2.2304,31.8,795,25
2020,92,41,6.3902,2.0802,62.4565,2873,46
2020,93,24,3.125,1.8809,28.8485,952,33
2020,94,27,4.1111,2.0309,31.9459,1182,37
2020,95,81,7.0494,1.3866,40.4174,4648,115
2020,96,23,5.5652,2.1285,35.9655,1043,29
2020,97,39,8.0769,1.8754,36.9024,1513,41
2020,98,17,4.3529,1.1745,26.1053,496,19
2020,99,11,3.5455,0.8054,43.0714,603,14
2020,100,36,3.8611,2.0005,35.2321,1973,56
2020,101,41,7.878,1.2705,54.5152,1799,33
2020,102,17,5.2353,1.2276,37.4118,636,17
2020,103,27,4.5185,3.7593,36.918,2252,61
2020,104,23,4.2609,1.6879,31.5,1008,32
2020,105,35,4.7714,1.1482,41.0,1845,45
2020,106,31,2.9355,1.7968,43.5094,2306,53
2020,107,20,6.55,2.8031,32.3171,1325,41
2020,108,24,3.9167,2.1165,48.0976,1972,41
2020,109,22,4.5,1.9532,39.9459,1478,37
2020,110,12,3.25,2.7111,21.4194,664,31
2021,1,84,4.4881,2.8683,16.2457,3769,232
2021,2,218,5.4725,4.6133,23.2392,14478,623
2021,3,201,4.4726,3.2564,36.4237,18139,498
2021,4,81,4.8025,4.5103,21.9242,6073,277
2021,5,87,3.8276,3.9634,42.2085,12958,307
2021,6,72,5.1389,3.049,17.7901,2882,162
2021,7,90,3.0222,3.0776,12.9894,3663,282
2021,8,120,3.725,2.8176,17.0831,5552,325
2021,9,207,5.9179,3.3856,64.4128,29179,453
2021,10,90,3.3778,2.5713,41.0099,8325,203
2021,11,308,4.461,3.1023,25.9308,23234,896
2021,12,67,3.5224,2.7184,40.5306,5958,147
2021,13,173,5.3815,3.3953,27.7914,12923,465
2021,14,54,3.7778,3.0831,25.0878,3713,148
2021,15,106,4.4057,3.1382,26.9635,8116,301
2021,16,79,4.7215,3.9603,23.9862,5205,217
2021,17,349,6.6848,4.0775,38.4032,33526,873
2021,18,69,4.3188,1.6389,38.7172,3833,99
2021,19,149,5.5101,1.9265,41.395,8279,200
2021,20,159,7.9937,1.7074,33.7821,6047,179
2021,21,230,6.8739,5.1068,29.535,20704,701
2021,22,48,3.7917,3.3582,21.9804,3363,153
2021,23,171,4.7836,5.9604,40.835,27972,685
2021,24,36,3.1944,2.9551,17.9439,1920,107
2021,25,57,4.7018,4.5181,24.9352,5386,216
2021,26,100,4.25,3.0315,19.0776,4178,219
2021,27,83,4.241,2.8562,28.8408,4528,157
2021,28,121,5.5041,3.6909,18.2258,5650,310
2021,29,71,3.8592,3.0642,69.9273,11538,165
2021,30,47,4.6383,3.1613,60.9744,7134,117
2021,31,134,5.5896,3.5484,40.0381,11571,289
2021,32,131,5.7786,3.5585,52.5551,13349,254
2021,33,67,6.4925,2.5576,45.0962,4690,104
2021,34,39,3.7692,2.1812,18.4259,995,54
2021,35,138,5.5652,4.4032,103.3596,41964,406
2021,36,79,4.0506,2.1081,38.3949,6028,157
2021,37,89,4.6517,4.3089,23.3542,6726,288
2021,38,719,5.6509,3.7759,64.1698,108447,1690
2021,39,245,4.8122,3.6644,79.7978,50512,633
2021,40,277,6.3863,2.7368,75.1678,42996,572
2021,41,23,6.1304,4.6087,18.0625,867,48
2021,42,59,5.5932,4.0808,62.1472,10130,163
2021,43,167,5.0838,3.3002,83.7239,33657,402
2021,44,137,4.7518,2.4093,35.0465,7535,215
2021,45,148,5.2027,3.7412,61.4346,24881,405
2021,46,155,6.0774,4.138,75.139,30281,403
2021,47,202,6.6337,4.0609,68.2958,30938,453
2021,48,328,5.5701,5.606,59.2997,67661,1141
2021,49,90,4.2444,3.2069,61.5398,13908,226
2021,50,394,5.599,2.4845,47.7725,28138,589
2021,51,697,13.4175,2.3625,44.0663,33887,769
2021,52,96,5.6146,4.1205,89.125,22816,256
2021,53,22,3.0,1.6212,17.6667,583,33
2021,54,58,4.1379,3.9059,27.535,4323,157
2021,55,80,4.225,3.0822,83.6392,16226,194
2021,56,171,4.3333,2.9652,65.0047,27692,426
2021,57,57,3.6842,2.3512,51.7064,5636,109
2021,58,112,5.3393,2.0825,37.2806,7307,196
2021,59,24,3.5833,1.8461,33.9434,1799,53
2021,60,119,5.3445,3.2449,62.956,15739,250
2021,61,74,3.9189,2.5691,76.854,10529,137
2021,62,78,4.2949,2.8141,25.3333,4104,162
2021,63,251,11.8566,2.5128,41.9399,11869,283
2021,64,33,4.4545,4.6869,13.0825,1269,97
2021,65,64,5.4219,3.6885,55.9389,7328,131
2021,66,68,4.1471,2.6328,154.2961,23453,152
2021,67,20,2.85,3.1875,25.22,1261,50
2021,68,45,4.2222,2.4676,57.8696,5324,92
2021,69,100,4.5,3.6544,24.9702,5868,235
2021,70,36,4.5833,2.0969,58.7692,3056,52
2021,71,45,3.6667,2.2338,56.5048,5933,105
2021,72,18,2.5556,1.713,23.5,658,28
2021,73,61,4.6885,3.5013,77.9156,11999,154
2021,74,28,3.5714,2.0482,23.2045,1021,44
2021,75,55,3.8364,2.7607,78.9015,10415,132
2021,76,55,4.4182,2.1008,24.1848,2225,92
2021,77,65,6.2615,1.6339,46.8333,3934,84
2021,78,53,5.6226,3.3679,34.1837,3350,98
2021,79,34,3.1471,2.8819,53.2059,3618,68
2021,80,30,3.7,3.1452,57.5479,4201,73
2021,81,136,12.1985,2.4071,46.1829,8082,175
2021,82,16,3.625,1.2158,59.6111,1073,18
2021,83,41,4.0244,2.6707,21.0235,1787,85
2021,84,46,4.587,1.3621,39.8548,2471,62
2021,85,31,5.129,2.8388,39.5122,1620,41
2021,86,34,4.2647,2.9203,57.6104,4436,77
2021,87,28,3.75,2.2185,55.9268,2293,41
2021,88,10,2.8,2.0833,90.3846,1175,13
2021,89,102,6.1863,5.3541,41.9504,10991,262
2021,90,52,3.8462,2.0418,27.1646,2146,79
2021,91,14,2.9286,1.4274,14.3333,344,24
2021,92,43,6.6279,2.0352,53.7708,2581,48
2021,93,105,8.6857,1.5321,43.0392,6585,153
2021,94,23,5.5652,2.1285,35.9655,1043,29
2021,95,31,8.3871,1.7433,31.4839,976,31
2021,96,27,4.2963,2.3185,87.2742,5411,62
2021,97,22,6.2727,3.697,77.8571,3270,42
2021,98,29,4.2069,2.1264,44.2059,1503,34
2021,99,43,4.1163,2.1849,33.3582,2235,67
2021,100,30,7.9,1.2336,56.1667,1685,30
2021,101,36,6.2778,1.445,50.6129,1569,31
2021,102,17,5.2353,1.2276,37.4118,636,17
2021,103,24,4.0,3.0935,15.9327,1657,104
2021,104,25,4.48,1.6915,30.7059,1044,34
2021,105,35,3.4857,2.1524,39.0781,2501,64
2021,106,33,3.1818,1.9768,69.75,4185,60
2021,107,27,3.2222,2.2937,57.2885,2979,52
2021,108,15,3.6,3.1444,47.7742,1481,31
2021,109,9,3.6667,1.6583,9.7273,107,11
2021,110,18,3.8333,2.3565,12.1795,475,39
2022,1,50,4.8,3.4569,12.8,1792,140
2022,2,245,5.6,4.6287,19.07,12796,671
2022,3,178,4.7303,3.3942,34.4862,16243,471
2022,4,62,5.2419,5.3024,21.9174,5304,242
2022,5,100,3.92,4.0182,38.3746,13623,355
2022,6,523,6.9063,3.9287,32.6495,41726,1278
2022,7,91,2.989,2.9128,11.8834,3363,283
2022,8,69,4.1304,2.9441,17.5321,3822,218
2022,9,109,4.3119,3.2154,32.9923,8545,259
2022,10,93,3.4194,2.6246,39.7156,8380,211
2022,11,254,4.7913,3.3404,30.0984,22032,732
2022,12,47,4.6809,2.8791,38.6838,4526,117
2022,13,60,3.7,2.2586,23.7323,3014,127
2022,14,135,5.6222,3.9036,22.1398,10295,465
2022,15,69,4.0725,2.8977,22.3876,3985,178
2022,16,105,4.4571,3.1225,20.6625,6612,320
2022,17,98,4.551,1.7704,34.4571,4824,140
2022,18,132,5.0606,1.8248,33.6129,6252,186
2022,19,166,7.8494,1.7056,32.3927,6187,191
2022,20,274,6.646,4.9633,27.7904,22010,792
2022,21,40,3.8,3.3905,23.007,3290,143
2022,22,193,4.4456,5.6319,39.2615,28229,719
2022,23,47,3.9574,2.0079,35.701,3463,97
2022,24,112,4.1964,2.7606,14.2088,4220,297
2022,25,70,4.4286,4.3568,21.7786,6098,280
2022,26,124,4.2661,3.026,32.3726,8514,263
2022,27,39,4.2051,2.6438,14.5379,2108,145
2022,28,197,5.6294,3.591,28.1988,13620,483
2022,29,88,4.1705,3.1179,18.5873,3513,189
2022,30,386,8.0648,2.6956,71.2824,55529,779
2022,31,52,5.0962,3.4503,55.8346,7426,133
2022,32,133,4.4211,2.4197,32.0338,8521,266
2022,33,73,6.6712,3.2697,26.6514,2905,109
2022,34,68,6.4412,2.5523,44.3458,4745,107
2022,35,39,3.7949,2.2303,17.8421,1017,57
2022,36,56,5.5179,3.0192,80.1339,10177,127
2022,37,193,5.513,4.11,99.1287,53926,544
2022,38,128,5.0156,4.1657,18.9944,6781,357
2022,39,590,5.5356,3.7737,65.3338,91010,1393
2022,40,267,5.3109,3.5501,75.6737,53804,711
2022,41,22,6.4091,4.8045,17.8163,873,49
2022,42,76,5.5,3.8515,55.03,11006,200
2022,43,54,4.7778,2.7116,50.381,6348,126
2022,44,325,6.3446,4.1236,71.7521,61061,851
2022,45,72,6.0694,3.5011,79.9877,12958,162
2022,46,169,5.0355,2.5221,33.1908,8696,262
2022,47,62,3.1613,2.7376,42.2357,5913,140
2022,48,217,4.553,3.0735,61.3762,31486,513
2022,49,56,5.3571,3.1482,78.75,11025,140
2022,50,116,5.8793,3.9971,55.1399,16156,293
2022,51,383,6.9713,4.1683,57.4269,54211,944
2022,52,210,6.1619,5.2946,67.2949,43136,641
2022,53,82,4.2561,3.1031,49.9953,10649,213
2022,54,432,5.6713,2.5226,44.7291,28895,646
2022,55,1063,16.1881,2.2655,40.913,44677,1092
2022,56,109,6.7248,3.9648,109.3945,31615,289
2022,57,22,3.0,1.6515,17.2353,586,34
2022,58,59,4.1017,3.8905,27.175,4348,160
2022,59,113,4.3805,3.0957,77.2007,22697,294
2022,60,41,6.1951,4.8106,52.5268,5883,112
2022,61,107,5.8505,1.9361,45.6446,7577,166
2022,62,29,3.5172,1.8899,33.9153,2001,59
2022,63,60,4.55,3.1223,89.331,12953,145
2022,64,120,5.3833,3.2609,59.5118,15116,254
2022,65,81,4.3457,2.9093,24.4545,4304,176
2022,66,329,11.8237,2.5923,34.9944,12458,356
2022,67,39,4.0,2.5021,37.5484,2328,62
2022,68,34,4.5588,4.6961,12.6471,1290,102
2022,69,76,5.1974,4.0129,36.1602,6545,181
2022,70,68,3.9559,2.3462,160.8176,23801,148
2022,71,20,2.85,3.2875,25.0392,1277,51
2022,72,75,4.88,4.0484,64.4286,11726,182
2022,73,208,4.7981,5.3632,43.9905,32333,735
2022,74,91,4.9121,4.3063,18.7165,4885,261
2022,75,71,4.0141,2.2614,19.4295,2895,149
2022,76,38,4.7632,2.0567,56.6429,3172,56
2022,77,102,5.7353,3.8321,43.487,10002,230
2022,78,84,3.7143,2.0168,35.6475,4955,139
2022,79,20,3.45,2.15,87.44,2186,25
2022,80,71,3.831,2.2986,72.5935,8929,123
2022,81,18,2.5556,1.713,23.5,658,28
2022,82,32,3.7812,2.1365,36.0185,1945,54
2022,83,82,5.2439,3.6213,76.57,15314,200
2022,84,29,3.5517,2.0098,23.1522,1065,46
2022,85,31,4.1613,2.8207,50.519,3991,79
2022,86,54,3.8704,2.862,73.626,9645,131
2022,87,101,4.5941,2.259,23.1092,4021,174
2022,88,28,4.9643,2.8284,41.2778,1486,36
2022,89,71,6.5634,1.6664,46.2614,4071,88
2022,90,54,6.2407,3.5745,42.3707,4915,116
2022,91,37,3.1892,2.9,58.5526,4450,76
2022,92,16,3.375,1.7021,39.6667,833,21
2022,93,16,3.625,1.2158,59.6111,1073,18
2022,94,68,4.8676,3.4005,29.3264,4223,144
2022,95,22,3.5455,3.3917,42.3478,1948,46
2022,96,69,4.1594,1.241,32.1134,3115,97
2022,97,35,5.6286,2.8062,36.9773,1627,44
2022,98,32,6.3125,2.3899,32.3077,2100,65
2022,99,35,5.6857,3.581,110.4286,6957,63
2022,100,28,3.8929,2.2792,52.6591,2317,44
2022,101,20,4.05,3.0167,81.6667,4165,51
2022,102,56,7.9821,1.2965,40.2787,2457,61
2022,103,20,3.05,2.0325,15.2432,564,37
2022,104,55,5.7455,2.0532,44.6087,3078,69
2022,105,23,5.5652,2.1285,34.0645,1056,31
2022,106,31,8.3871,1.7433,31.4839,976,31
2022,107,47,5.4468,8.207,30.6529,5211,170
2022,108,28,3.75,2.9318,23.6623,1822,77
2022,109,31,4.1935,2.1613,42.0833,1515,36
2022,110,53,4.0566,2.2947,30.3951,2462,81
2022,111,36,6.2778,1.445,50.6129,1569,31
2022,112,72,6.2222,3.3073,33.9048,4984,147
2022,113,20,5.0,1.1219,34.7619,730,21
2022,114,41,3.8049,2.4106,35.2237,2677,76
2022,115,31,3.2258,2.4977,73.3226,4546,62
2022,116,47,3.766,2.1762,11.2151,1043,93
2022,117,9,3.6667,1.6583,9.7273,107,11
2022,118,7,3.1429,0.8741,65.3333,392,6
2023,1,62,4.6129,3.7526,17.8667,3752,210
2023,2,291,5.4674,4.5158,17.564,13173,750
2023,3,209,4.7703,3.2998,31.8805,17343,544
2023,4,427,5.7963,2.6471,50.7677,42188,831
2023,5,180,4.1,4.1779,32.7802,21176,646
2023,6,54,5.2963,2.8759,15.0112,1336,89
2023,7,100,3.08,2.8996,11.0455,3402,308
2023,8,75,4.0533,3.0364,16.6723,3968,238
2023,9,308,6.3636,3.5127,56.6667,39610,699
2023,10,151,4.0464,3.0199,43.7065,16084,368
2023,11,276,4.9094,3.3299,28.4341,22008,774
2023,12,57,3.2982,2.5438,34.0342,3982,117
2023,13,31,3.0645,2.0822,13.1333,985,75
2023,14,154,4.5779,3.9919,24.023,13549,564
2023,15,82,4.1463,2.8328,21.6633,4246,196
2023,16,101,4.6139,3.3046,20.5,6478,316
2023,17,243,5.5638,5.1869,41.3008,35147,851
2023,18,311,4.4051,2.476,28.4214,15376,541
2023,19,2262,12.3435,2.1885,37.6091,90525,2407
2023,20,745,6.0725,5.684,43.1421,102031,2365
2023,21,289,7.5087,4.0644,25.8485,19619,759
2023,22,65,3.8,2.4526,32.3243,4784,148
2023,23,54,3.6111,2.5545,15.6357,2017,129
2023,24,179,4.257,2.7987,29.4373,11039,375
2023,25,71,4.5211,2.8339,16.3921,3721,227
2023,26,246,5.2642,3.3425,18.8238,10899,579
2023,27,147,4.0952,3.0709,16.7566,5094,304
2023,28,548,10.7391,2.7138,72.3463,76470,1057
2023,29,766,5.829,3.8264,58.1886,104565,1797
2023,30,80,5.0,3.3246,26.8427,7167,267
2023,31,40,3.9,2.2204,17.6949,1044,59
2023,32,65,5.6,2.9946,77.2789,11360,147
2023,33,100,4.46,3.1418,60.7131,14814,244
2023,34,90,4.2778,2.213,36.3757,6293,173
2023,35,301,6.1661,3.8173,67.521,54692,810
2023,36,99,5.596,3.8239,47.0,11280,240
2023,37,165,6.097,4.3283,93.0985,44408,477
2023,38,182,5.6484,3.6989,69.3992,34769,501
2023,39,239,5.2385,2.6826,29.7674,12413,417
2023,40,66,5.9848,3.1924,79.4233,12946,163
2023,41,159,6.7107,3.9862,54.6047,23207,425
2023,42,135,7.8667,4.5654,75.5959,29558,391
2023,43,516,7.0581,4.1309,54.0925,68427,1265
2023,44,68,4.8529,3.0713,11.8218,2388,202
2023,45,145,5.3655,3.5556,59.4574,22356,376
2023,46,535,5.8449,2.5717,39.8483,32038,804
2023,47,120,6.1833,3.8521,76.598,23056,301
