step,removed_count,removed_frac,lcc_ratio,pair_ratio,num_components,eff_ratio,cap_in_lcc_ratio,cap_remaining_ratio
27,31374,0.5400092944801115,0.7056159822419533,0.49799962300418654,3154.41,0.40700687142548775,0.8588314821358288,1.0
28,32536,0.5600096387201157,0.6840253519481279,0.46800250428740775,3406.9,0.3796116971643782,0.8458632085970342,1.0
29,33698,0.5800099829601197,0.6615953034639874,0.43781852059807647,3678.87,0.3529345379984424,0.8322417167661531,1.0
30,34860,0.6000103272001239,0.6384286465330918,0.40770833671594225,3966.14,0.3234147971253866,0.8178714299007482,1.0
31,36022,0.620010671440128,0.6127600911268182,0.3756023316192575,4272.99,0.294560359303626,0.8014269551374347,1.0
32,37184,0.6400110156801322,0.5857491675915649,0.34322494700283657,4600.42,0.26682502967473154,0.7835662985648557,1.0
33,38346,0.6600113599201363,0.5579245283018868,0.3113989437087539,4953.64,0.23939281335278817,0.7648076016251473,1.0
34,39508,0.6800117041601405,0.5283813306852035,0.27930391672633537,5334.8,0.21214823374992867,0.7445812768547289,1.0
35,40670,0.7000120484001445,0.49677668088089255,0.2469038179039924,5742.86,0.1846891929978157,0.7216275899055771,1.0
36,41832,0.7200123926401487,0.46437233483264206,0.21575922959467506,6181.09,0.15877068666174668,0.6970895635466036,1.0
37,42994,0.7400127368801528,0.430250598749927,0.18523322604602227,6652.03,0.13586995002753516,0.670206186474459,1.0
38,44156,0.760013081120157,0.39432326654594313,0.15561348342814432,7154.6,0.11267071319190311,0.6394657032811025,1.0
39,45318,0.780013425360161,0.35675214673754313,0.12741512484026152,7694.8,0.08915421986735747,0.6053685503067585,1.0
40,46480,0.8000137696001652,0.3175664466382382,0.10099285940390969,8278.98,0.0700432263382507,0.5685976220086488,1.0
41,47642,0.8200141138401693,0.2771511186401075,0.07694916346111368,8909.03,0.05156964772846612,0.527271037697532,1.0
42,48804,0.8400144580801735,0.23416788363806298,0.054971834069344666,9589.89,0.03741354403801511,0.47729980534447614,1.0
43,49966,0.8600148023201776,0.19056603773584907,0.036453267162030074,10324.38,0.024159211938517652,0.42119164263861353,1.0
44,51128,0.8800151465601818,0.14746422104094864,0.021913753816410354,11115.36,0.014877803720486846,0.3542669484225735,1.0
45,52290,0.9000154908001858,0.10273847771481978,0.011019113362875888,11961.3,0.007806884407210466,0.2598142158890715,1.0
46,53452,0.92001583504019,0.0616338571178223,0.004237204239778538,12864.55,0.003558748678532391,0.1404240705135863,1.0
47,54614,0.9400161792801941,0.03500029207313511,0.0014257275557493017,13826.96,0.001413384746984697,0.06259325672020533,1.0
48,55776,0.9600165235201983,0.014946550616274314,0.00031758604253091257,14853.12,0.00039304225994902056,0.026477410905487702,1.0
49,56938,0.9800168677602024,0.0022933582569075297,2.0361855238999327e-05,15961.39,7.833813414751517e-05,0.023685062954966418,1.0
50,58099,1.0,5.841462702260646e-05,0.0,17119.0,0.0,0.00010625576075981042,1.0
