step,removed_count,removed_frac,lcc_ratio,pair_ratio,num_components,eff_ratio,cap_in_lcc_ratio,cap_remaining_ratio
0,0,0.0,1.0,1.0,1,0.9920539762200806,1.0,1.0
1,343,0.020036217068754015,0.922074887551843,0.8502277696120831,509,0.6581528963794503,0.765010983953494,0.7962967038079801
2,686,0.04007243413750803,0.8424557509200303,0.7097644515988883,919,0.5185544073271734,0.657163901711535,0.7173436437049435
3,1029,0.06010865120626205,0.7524972253052165,0.5663161864119606,1322,0.3712972261062682,0.5605431492698532,0.6559856573584943
4,1372,0.08014486827501606,0.6524913838425141,0.4259086554254375,1748,0.26456662646447365,0.4745291109347866,0.606251045267469
5,1715,0.10018108534377008,0.5526607862608798,0.3056601835303088,2141,0.19052845870541163,0.3951815213058519,0.5650555610744281
6,2058,0.1202173024125241,0.45148665225772533,0.2041353365421316,2505,0.13002199442008502,0.32375155768430347,0.5292668604000498
7,2401,0.14025351948127812,0.358023249021555,0.12849661177077187,2915,0.09273990286834523,0.24832694331726712,0.4922294973536657
8,2744,0.16028973655003212,0.27279630819557216,0.07480980217233754,3249,0.06268939544356886,0.18737857607220865,0.4609060535604482
9,3087,0.18032595361878614,0.21654302237280215,0.04761426138894641,3565,0.04366431301853216,0.14729626243789695,0.4363920950743853
10,3430,0.20036217068754017,0.20199778024417314,0.04141923970336071,3733,0.04369714108801035,0.13602340644651814,0.41586587127837626
11,3773,0.22039838775629417,0.15304632279922892,0.024224066033275753,3956,0.028512584098874718,0.07548591576747467,0.39321641846410754
12,4116,0.2404346048250482,0.1438168117296571,0.021161335064218995,4172,0.029153364830195764,0.07097098903365101,0.37550754415901394
13,4459,0.2604708218938022,0.11980840002336585,0.014763551355708353,4380,0.021098573838879458,0.05755981444852003,0.35397597739581593
14,4802,0.28050703896255624,0.11075413283486185,0.012632738094494665,4437,0.019924171476219787,0.05326431529165006,0.34016272849704055
15,5145,0.3005432560313102,0.11057888895379403,0.012578589052457352,4394,0.02273818759598308,0.05323759416838206,0.327357651860859
16,5488,0.32057947310006424,0.09334657398212512,0.00901101756922111,4516,0.016753645038142858,0.043624591481180156,0.31294113430853904
17,5831,0.34061569016881826,0.08808925755009055,0.008025428564859083,4584,0.0171901957411972,0.04010903475757968,0.29890028431275156
18,6174,0.3606519072375723,0.08283194111805596,0.00703721878508209,4669,0.018144347527618974,0.036307404831933565,0.28275569600038225
19,6517,0.3806881243063263,0.07278462527016764,0.005438006612011624,4758,0.013316108138260818,0.032646925310373706,0.26591101425839136
20,6860,0.40072434137508034,0.06437291897891231,0.004257640759817119,4863,0.010943031187329649,0.0284281314955907,0.25322445366305735
21,7203,0.4207605584438343,0.0497692622232607,0.0025832177922859535,4945,0.006727026282010452,0.022389157637022778,0.23820466745719276
22,7546,0.44079677551258833,0.049710847596238096,0.002573451308903625,4768,0.006865354503027208,0.022381298483120423,0.2310185714950374
23,7889,0.46083299258134236,0.04941877446112507,0.002541906454820381,4581,0.00842357929358567,0.022368409470720566,0.22312735224476296
24,8232,0.4808692096500964,0.04941877446112507,0.0025376272199631343,4386,0.008847970765589743,0.022368409470720566,0.21444487337959964
25,8575,0.5009054267188504,0.04936035983410246,0.002529737593974335,4151,0.009204522957823768,0.02236055031681821,0.20632573866615697
26,8918,0.5209416437876044,0.04936035983410246,0.0025269393702239823,3967,0.009913694083681018,0.02236055031681821,0.1970214435442395
27,9261,0.5409778608563585,0.04176645832116362,0.0018348772123379746,3903,0.005795535022521479,0.01997671175515655,0.1857312974142755
28,9604,0.5610140779251125,0.026228167533150302,0.0008061068380528209,3899,0.00597842087424465,0.011504543848420184,0.1739711738809508
29,9947,0.5810502949938665,0.023541094690110405,0.0006466763336424825,3841,0.005915278107256433,0.010347362027837752,0.1660717811106179
30,10290,0.6010865120626204,0.020386704830889654,0.0004935588950103787,3792,0.00450972331068172,0.0088600957433565,0.15896742034904704
31,10633,0.6211227291313745,0.020211460949821836,0.0004841063586829678,3609,0.004991277330928776,0.008783390401269537,0.15043803780190154
32,10976,0.6411589462001285,0.018400607512121036,0.0003921676461439409,3522,0.0029864445215672165,0.007910081219640088,0.14221673408772828
33,11319,0.6611951632688825,0.009287925696594427,0.00016779787591749066,3438,0.002674843752744914,0.004589431512817966,0.13062448208175784
34,11662,0.6812313803376365,0.009229511069571822,0.0001647198297921027,3230,0.0032688620564033798,0.004582201091227801,0.12419569418963321
35,12005,0.7012675974063906,0.007301828377825808,0.0001251761507444357,3057,0.004094729356101955,0.0035903758687508723,0.11401746115377409
36,12348,0.7213038144751446,0.005724633448215433,8.559834701688634e-05,2973,0.002535730367330329,0.0018764515857257647,0.10404230865475177
