step,removed_count,removed_frac,lcc_ratio,pair_ratio,num_components,eff_ratio,cap_in_lcc_ratio,cap_remaining_ratio
29,33698,0.5800099829601197,0.11893218061802675,0.01495856025136403,7607,0.017188708448916856,0.12876814993002209,1.0
30,34860,0.6000103272001239,0.11139669373211052,0.01284392891335055,7959,0.013500943257440175,0.11488008188609634,1.0
31,36022,0.620010671440128,0.09544950055493896,0.009480334291643069,8333,0.011481839461563807,0.08805396032196124,1.0
32,37184,0.6400110156801322,0.07763303931304398,0.006439340743671368,8710,0.008655306333623655,0.06742965428525081,1.0
33,38346,0.6600113599201363,0.07442023482680063,0.005814435955793825,9083,0.008911892748692998,0.06523380668493343,1.0
34,39508,0.6800117041601405,0.06980547929201472,0.005093292745712079,9447,0.0071351847369322,0.06296031064406081,1.0
35,40670,0.7000120484001445,0.06484023599509317,0.004392931465678683,9782,0.005141021826104542,0.057908446515628396,1.0
36,41832,0.7200123926401487,0.058531456276651676,0.003593103568724215,10134,0.004822827417700163,0.053012822366774764,1.0
37,42994,0.7400127368801528,0.053566212979730125,0.0030203344667709257,10450,0.0034326601131060403,0.046793087968452725,1.0
38,44156,0.760013081120157,0.04258426309948011,0.0019324191973136833,10797,0.0017126900909432915,0.03581510743149018,1.0
39,45318,0.780013425360161,0.01863426602021146,0.0005046084663562836,11176,0.0015906431086879043,0.019632795180389587,1.0
40,46480,0.8000137696001652,0.009638413458730066,0.00022587808107725008,11571,0.0007600036075150748,0.009008162202876828,1.0
41,47642,0.8200141138401693,0.0030959752321981426,0.00011273429245933094,11979,0.0005593182012878527,0.000788115953327943,1.0
42,48804,0.8400144580801735,0.003037560605175536,8.004284913203979e-05,12421,0.0004461071740352735,0.0007041801896508147,1.0
43,49966,0.8600148023201776,0.003037560605175536,6.440009587397062e-05,12973,0.0004402914810073218,0.0007041801896508147,1.0
44,51128,0.8800151465601818,0.0029791459781529296,5.292055356154814e-05,13544,0.0003654919099085849,0.0006799739956315679,1.0
45,52290,0.9000154908001858,0.0029791459781529296,4.197335625529031e-05,14168,0.0002744321358541459,0.0006799739956315679,1.0
46,53452,0.92001583504019,0.00280390209708511,3.2002124793667685e-05,14836,0.0002168027060760288,0.000613957102851804,1.0
47,54614,0.9400161792801941,0.00280390209708511,2.7204194802209295e-05,15286,0.00023737522563068846,0.000613957102851804,1.0
