step,removed_count,removed_frac,lcc_ratio,pair_ratio,num_components,eff_ratio,cap_in_lcc_ratio,cap_remaining_ratio
0,0,0.0,0.0,0.0,0.0,0.011922346407327662,0.0,0.0
1,343,0.020036217068754015,0.0018962524337316849,0.003678850688258477,9.740939379751833,0.014693402243481453,0.003930620203483712,0.0034398589107346098
2,686,0.04007243413750803,0.0028122392820009697,0.005282875902163419,13.96873652124629,0.015235080970600485,0.005254910557013573,0.004458567015915563
3,1029,0.06010865120626205,0.003070002661229999,0.005584182205603919,17.844940459413138,0.013436321543887344,0.005911720737837403,0.005175578322833138
4,1372,0.08014486827501606,0.0038536714739753463,0.0067857813861272554,22.24297417163452,0.016722002671060346,0.00647935872404737,0.005830211055670155
5,1715,0.10018108534377008,0.004399885680938756,0.007489096404180521,23.15224395172099,0.016366159278044027,0.007463110994410619,0.006689372753087897
6,2058,0.1202173024125241,0.004454856597438604,0.007325374911505103,23.89785555232938,0.019071623754079576,0.007760592692565142,0.0068523046467352244
7,2401,0.14025351948127812,0.004873342409490815,0.007737937639205282,24.939799518039447,0.017673579347979057,0.008409396826185234,0.007677464121146928
8,2744,0.16028973655003212,0.005667759192217118,0.00864538123832922,25.191448946021357,0.019759174523682997,0.00908322483155414,0.0077196852311363345
9,3087,0.18032595361878614,0.005951485742857208,0.008732477937439568,26.88905167535663,0.019504788742341968,0.009532736922190213,0.008321293484265049
10,3430,0.20036217068754017,0.006231022412846646,0.00878959598758111,29.218314461994552,0.02278093710919297,0.010159401822374757,0.00879719761836671
11,3773,0.22039838775629417,0.006173413961304778,0.008363372341775591,30.2189079882116,0.023170853134708926,0.010238496580593563,0.009053843205422313
12,4116,0.2404346048250482,0.005881997802008465,0.007635693726571638,31.62539960221844,0.02264494592578533,0.01020330752036164,0.009038157939628234
13,4459,0.2604708218938022,0.006242923551453442,0.007749376208232363,33.26950555689098,0.02062624641723532,0.00993269984717242,0.008964821998336241
14,4802,0.28050703896255624,0.006767168799325694,0.008015273480955577,36.23232810626443,0.025176033734356323,0.010775186774187021,0.009309990980904228
15,5145,0.3005432560313102,0.006887712516506906,0.00778691364552063,36.27402789875976,0.025493056276944634,0.011356032313209636,0.009499986582319828
16,5488,0.32057947310006424,0.006714969495776713,0.00720950349242246,38.225220731867566,0.024393132467064614,0.011247170610414255,0.009335031924876563
17,5831,0.34061569016881826,0.006979181528669697,0.007114695200177804,38.67884563944483,0.021673586220361665,0.011433868748001707,0.009584263399830414
18,6174,0.3606519072375723,0.0070607963909535805,0.006806740022145185,39.79506878998955,0.02330743997076386,0.0118640689123379,0.009692144189837232
19,6517,0.3806881243063263,0.007141256745574482,0.006512007018663611,40.08523917853052,0.026039898742333745,0.01168886476563485,0.009688165174294359
20,6860,0.40072434137508034,0.00680279950513312,0.005849617402842076,41.05691172019638,0.023982442233187077,0.012322569341247092,0.010068032239721275
21,7203,0.4207605584438343,0.007694541128243466,0.006201118929990848,44.40548952550798,0.02492635499097643,0.012978958365859453,0.010216707536859897
22,7546,0.44079677551258833,0.007985046108462974,0.006039258685061774,44.963401784117714,0.025657205035882286,0.013252334349037127,0.010620211684492802
23,7889,0.46083299258134236,0.008812020257029134,0.0062059155483771365,47.375221371514456,0.025005690414120943,0.013727204406419643,0.010922625654950285
24,8232,0.4808692096500964,0.00892677971023805,0.005878025743869495,50.70021301730396,0.025897127735426972,0.01403555598789397,0.011199113223457294
25,8575,0.5009054267188504,0.008357707847727857,0.005121645827616826,50.42420450537618,0.02299362196041522,0.014087804683394009,0.011166905559950716
26,8918,0.5209416437876044,0.007933584585189358,0.0045052155594046996,50.746108225163425,0.022887589903002905,0.014604436628712757,0.011375670066611034
27,9261,0.5409778608563585,0.007167066035866899,0.0037468141079653656,48.5360433080407,0.023242170806929526,0.013458131052406954,0.01092129310980822
28,9604,0.5610140779251125,0.007469128647176662,0.0035813964937359516,50.35120256756539,0.02312744949981139,0.014542199763382672,0.011465571236088913
29,9947,0.5810502949938665,0.007139871397481835,0.0031242749710218677,49.81754209111483,0.022900482062427483,0.014541003406665363,0.011500896991299301
30,10290,0.6010865120626204,0.007523243263511698,0.0029795136368954847,51.21397856054535,0.0232008592628681,0.014082431960676314,0.011208641311193226
31,10633,0.6211227291313745,0.007465497454615556,0.002657513026856317,50.822682927999786,0.021539367705292984,0.015016460011396194,0.01138143638516687
32,10976,0.6411589462001285,0.007262938059266059,0.0022994817631185106,49.70315482944721,0.020537454508526804,0.01468031828332995,0.011234325853690493
33,11319,0.6611951632688825,0.008163998597192529,0.0022165618200941685,49.51241864421489,0.020947521241570125,0.015816429173047986,0.010973752713269662
34,11662,0.6812313803376365,0.007797403488632657,0.0018586009593229086,51.57377143471282,0.019411378047166028,0.016338467437079954,0.011229856414912748
35,12005,0.7012675974063906,0.007978300809367515,0.001578512638958281,49.85291967377636,0.019061244547621252,0.01583556533870163,0.010910307279167173
36,12348,0.7213038144751446,0.007894045928701353,0.0013005009301117491,47.06514102815372,0.017170044222521524,0.01608690079855288,0.010768861829634251
37,12691,0.7413400315438986,0.007181481512196394,0.0009673282937474295,46.80097862224678,0.016314886350861046,0.015530720022621805,0.010161869613213421
38,13034,0.7613762486126526,0.009569836616335417,0.0009529289526035499,46.32979494882318,0.014787158777909966,0.018173365671248578,0.009725232399253702
39,13377,0.7814124656814067,0.01025574212775821,0.0007811396775221806,43.02661966736406,0.013700934098192216,0.020524902980997954,0.009851574107245744
40,13720,0.8014486827501607,0.01002035615543171,0.0005604069120927761,39.67445525776003,0.011584127690881187,0.02215501039664833,0.009231574116727011
41,14063,0.8214848998189147,0.009061262935070816,0.00038150646107987636,40.359755945743764,0.010114055682077959,0.023515873482069027,0.008734767084553789
42,14406,0.8415211168876686,0.006368104557145841,0.00019831966168250693,36.214885061256226,0.006709759084686713,0.021096989402106327,0.00807843349206548
43,14749,0.8615573339564226,0.003958418010998336,8.728760601803257e-05,32.03095221812802,0.00444602980206516,0.014881278409252647,0.007342942822534395
44,15092,0.8815935510251767,0.0024693970211865034,3.7657072961648756e-05,31.045128442317644,0.002901305063649732,0.010230695450648395,0.006463851962320581
45,15435,0.9016297680939307,0.00162841750738049,1.585295539732955e-05,26.578598533406566,0.002418320247625931,0.0065739590489158044,0.005996515269237902
46,15778,0.9216659851626847,0.0010207989081843353,6.3514727906206285e-06,21.819466079627162,0.0017408122855682112,0.005116758498872022,0.005421940211323284
47,16121,0.9417022022314387,0.000634928033542569,2.5968063380757567e-06,16.232140955524017,0.0014627754465881186,0.00347661374154629,0.004585529804443671
48,16464,0.9617384193001928,0.00030053686952463964,5.815749405339659e-07,10.738174891479465,0.0012094395789388447,0.0025585456381224587,0.0036207909475190502
49,16807,0.9817746363689468,9.364394910576902e-05,8.046304284603867e-08,4.669850104660748,0.0010806112314708115,0.0015707946389435382,0.0024982301315697613
50,17119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
